2020-03-01,Virginia,Chesterfield County,Food,42.0,43.0,42.0,1
2020-03-01,Virginia,Chesterfield County,Shops & Services,61.0,43.0,61.0,2
2020-03-01,Virginia,Chesterfield County,Grocery,95.0,85.0,96.0,3
2020-03-01,Virginia,Chesterfield County,Convenience Store,100.0,"",100.0,4
2020-03-01,Virginia,Chesterfield County,Big Box Stores,98.0,"",99.0,5
2020-03-01,Virginia,Chesterfield County,Fast Food Restaurants,99.0,"",100.0,6
2020-03-01,Virginia,Chesterfield County,Residences,96.0,114.0,96.0,7
2020-03-01,Virginia,Chesterfield County,Gas Stations,114.0,119.0,114.0,8
2020-03-01,Virginia,Chesterfield County,Outdoors & Recreation,29.0,"",29.0,9
2020-03-01,Virginia,Chesterfield County,School,47.0,"",46.0,10
2020-03-01,Virginia,Chesterfield County,Sports,40.0,"",40.0,11
2020-03-01,Virginia,Chesterfield County,Nightlife Spots,59.0,"",59.0,12
2020-03-01,Virginia,Chesterfield County,Arts & Entertainment,86.0,"",86.0,13
2020-03-01,Virginia,Chesterfield County,Fitness Center,70.0,"",71.0,14
2020-03-01,Virginia,Chesterfield County,Professional & Other Places,13.0,"",13.0,15
2020-03-01,Virginia,Chesterfield County,Drug Store,99.0,"",99.0,16
2020-03-01,Virginia,Chesterfield County,Hardware Stores,94.0,"",96.0,17
2020-03-01,Virginia,Chesterfield County,Hotel,102.0,"",101.0,18
2020-03-01,Virginia,Chesterfield County,Discount Stores,102.0,"",102.0,19
2020-03-01,Virginia,Frederick County,Food,42.0,41.0,42.0,1
2020-03-01,Virginia,Frederick County,Shops & Services,103.0,"",103.0,2
2020-03-01,Virginia,Frederick County,Gas Stations,103.0,"",103.0,3
2020-03-01,Virginia,Frederick County,Big Box Stores,99.0,"",100.0,4
2020-03-01,Virginia,Frederick County,Grocery,113.0,"",114.0,5
2020-03-01,Virginia,Frederick County,Outdoors & Recreation,44.0,"",44.0,6
2020-03-01,Virginia,Frederick County,Fast Food Restaurants,102.0,"",101.0,7
2020-03-01,Virginia,Henrico County,Shops & Services,113.0,118.0,113.0,1
2020-03-01,Virginia,Henrico County,Food,45.0,44.0,45.0,2
2020-03-01,Virginia,Henrico County,Grocery,102.0,95.0,102.0,3
2020-03-01,Virginia,Henrico County,Big Box Stores,118.0,100.0,118.0,4
2020-03-01,Virginia,Henrico County,Airport,82.0,91.0,81.0,5
2020-03-01,Virginia,Henrico County,Fast Food Restaurants,106.0,"",106.0,6
2020-03-01,Virginia,Henrico County,Convenience Store,108.0,"",109.0,7
2020-03-01,Virginia,Henrico County,Residences,90.0,"",91.0,8
2020-03-01,Virginia,Henrico County,Gas Stations,103.0,"",104.0,9
2020-03-01,Virginia,Henrico County,Outdoors & Recreation,104.0,"",104.0,10
2020-03-01,Virginia,Henrico County,Hotel,112.0,"",112.0,11
2020-03-01,Virginia,Henrico County,Nightlife Spots,67.0,"",68.0,12
2020-03-01,Virginia,Henrico County,School,54.0,"",54.0,13
2020-03-01,Virginia,Henrico County,Arts & Entertainment,96.0,"",97.0,14
2020-03-01,Virginia,Henrico County,Medical,57.0,"",56.0,15
2020-03-01,Virginia,Henrico County,Fitness Center,69.0,"",69.0,16
2020-03-01,Virginia,Henrico County,Professional & Other Places,12.0,"",12.0,17
2020-03-01,Virginia,Henrico County,Drug Store,112.0,"",114.0,18
2020-03-01,Virginia,Henrico County,Discount Stores,101.0,"",102.0,19
2020-03-01,Virginia,Henrico County,Hardware Stores,103.0,"",106.0,20
2020-03-01,Virginia,Fairfax County,Shops & Services,31.0,26.0,31.0,1
2020-03-01,Virginia,Fairfax County,Food,42.0,42.0,42.0,2
2020-03-01,Virginia,Fairfax County,Grocery,97.0,99.0,97.0,3
2020-03-01,Virginia,Fairfax County,Outdoors & Recreation,36.0,34.0,36.0,4
2020-03-01,Virginia,Fairfax County,Residences,97.0,91.0,97.0,5
2020-03-01,Virginia,Fairfax County,Big Box Stores,107.0,114.0,107.0,6
2020-03-01,Virginia,Fairfax County,School,57.0,53.0,57.0,7
2020-03-01,Virginia,Fairfax County,Gas Stations,104.0,85.0,104.0,8
2020-03-01,Virginia,Fairfax County,Fast Food Restaurants,105.0,96.0,105.0,9
2020-03-01,Virginia,Fairfax County,Arts & Entertainment,90.0,84.0,90.0,10
2020-03-01,Virginia,Fairfax County,Nightlife Spots,40.0,"",40.0,11
2020-03-01,Virginia,Fairfax County,Fitness Center,65.0,56.0,65.0,12
2020-03-01,Virginia,Fairfax County,Medical,51.0,49.0,51.0,13
2020-03-01,Virginia,Fairfax County,Hotel,86.0,"",86.0,14
2020-03-01,Virginia,Fairfax County,Professional & Other Places,11.0,11.0,11.0,15
2020-03-01,Virginia,Fairfax County,Convenience Store,97.0,"",97.0,16
2020-03-01,Virginia,Fairfax County,Sports,28.0,30.0,28.0,17
2020-03-01,Virginia,Fairfax County,Drug Store,116.0,"",116.0,18
2020-03-01,Virginia,Fairfax County,Colleges & Universities,77.0,"",77.0,19
2020-03-01,Virginia,Fairfax County,Hardware Stores,106.0,"",106.0,20
2020-03-01,Virginia,Fairfax County,Office,85.0,"",85.0,21
2020-03-01,Virginia,Fairfax County,Government,73.0,"",73.0,22
2020-03-01,Virginia,Fairfax County,Discount Stores,97.0,"",97.0,23
2020-03-01,Virginia,Fairfax County,Banks,96.0,"",97.0,24
2020-03-01,Virginia,York County,Food,91.0,73.0,91.0,1
2020-03-01,Virginia,York County,Shops & Services,72.0,72.0,72.0,2
2020-03-01,Virginia,York County,Big Box Stores,101.0,"",102.0,3
