2020-03-01,NorthDakota,Burleigh County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,108.0,"",108.0,1
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d113951735,Gas Stations,94.0,"",95.0,2
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d14e941735,American Restaurants,87.0,"",87.0,3
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d16e941735,Fast Food Restaurants,90.0,"",91.0,4
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d116941735,Bars,54.0,"",55.0,5
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d112951735,Hardware Stores,114.0,"",116.0,6
2020-03-01,NorthDakota,Burleigh County,4bf58dd8d48988d1fd941735,Shopping Malls,103.0,"",104.0,7
2020-03-01,NorthDakota,Williams County,4bf58dd8d48988d113951735,Gas Stations,97.0,"",97.0,1
2020-03-01,NorthDakota,Ward County,4bf58dd8d48988d116941735,Bars,81.0,"",81.0,1
2020-03-01,NorthDakota,Ward County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,110.0,"",109.0,2
2020-03-01,NorthDakota,Ward County,4bf58dd8d48988d113951735,Gas Stations,94.0,"",94.0,3
2020-03-01,NorthDakota,Ward County,4bf58dd8d48988d16e941735,Fast Food Restaurants,116.0,"",116.0,4
2020-03-01,NorthDakota,Ward County,4bf58dd8d48988d1fa931735,Hotels,125.0,"",124.0,5
2020-03-01,NorthDakota,Ward County,4bf58dd8d48988d1fd941735,Shopping Malls,114.0,"",114.0,6
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d116941735,Bars,65.0,"",65.0,1
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d113951735,Gas Stations,99.0,"",99.0,2
2020-03-01,NorthDakota,Cass County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,91.0,"",91.0,3
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d118951735,Grocery Stores,103.0,"",103.0,4
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d16e941735,Fast Food Restaurants,100.0,"",100.0,5
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1fa931735,Hotels,82.0,"",82.0,6
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1c5941735,Sandwich Places,86.0,"",86.0,7
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1fd941735,Shopping Malls,108.0,"",108.0,8
2020-03-01,NorthDakota,Cass County,52e816a6bcbc57f1066b7a54,Warehouse Stores,97.0,"",97.0,9
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1ca941735,Pizza Places,114.0,"",114.0,10
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d14e941735,American Restaurants,101.0,"",101.0,11
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1f6941735,Department Stores,93.0,"",93.0,12
2020-03-01,NorthDakota,Cass County,52f2ab2ebcbc57f1066b8b46,Supermarkets,90.0,"",89.0,13
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d1e0931735,Coffee Shops,105.0,"",105.0,14
2020-03-01,NorthDakota,Cass County,4bf58dd8d48988d112951735,Hardware Stores,117.0,"",117.0,15
2020-03-01,NorthDakota,Cass County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),107.0,"",107.0,16
2020-03-01,NorthDakota,Richland County,4bf58dd8d48988d116941735,Bars,115.0,"",115.0,1
2020-03-01,NorthDakota,Morton County,4bf58dd8d48988d116941735,Bars,78.0,"",78.0,1
2020-03-01,NorthDakota,Grand Forks County,4bf58dd8d48988d116941735,Bars,71.0,"",71.0,1
2020-03-01,NorthDakota,Grand Forks County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,96.0,"",96.0,2
2020-03-01,NorthDakota,Grand Forks County,4bf58dd8d48988d1b5941735,College Hockey Rinks,203.0,"",204.0,3
2020-03-01,NorthDakota,Grand Forks County,4bf58dd8d48988d113951735,Gas Stations,96.0,"",96.0,4
2020-03-01,NorthDakota,Grand Forks County,4bf58dd8d48988d16e941735,Fast Food Restaurants,93.0,"",93.0,5
2020-03-02,NorthDakota,Burleigh County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,97.0,"",97.0,1
2020-03-02,NorthDakota,Burleigh County,4bf58dd8d48988d113951735,Gas Stations,104.0,"",105.0,2
2020-03-02,NorthDakota,Burleigh County,4bf58dd8d48988d16e941735,Fast Food Restaurants,88.0,"",87.0,3
2020-03-02,NorthDakota,Burleigh County,4bf58dd8d48988d118951735,Grocery Stores,113.0,"",112.0,4
2020-03-02,NorthDakota,Burleigh County,4bf58dd8d48988d14e941735,American Restaurants,100.0,"",100.0,5
2020-03-02,NorthDakota,Burleigh County,4bf58dd8d48988d116941735,Bars,62.0,"",62.0,5
2020-03-02,NorthDakota,Williams County,4bf58dd8d48988d113951735,Gas Stations,97.0,"",97.0,1
2020-03-02,NorthDakota,Grand Forks County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,97.0,"",96.0,1
2020-03-02,NorthDakota,Grand Forks County,4bf58dd8d48988d113951735,Gas Stations,90.0,"",90.0,2
2020-03-02,NorthDakota,Grand Forks County,4bf58dd8d48988d116941735,Bars,82.0,"",82.0,3
2020-03-02,NorthDakota,Grand Forks County,4bf58dd8d48988d16e941735,Fast Food Restaurants,81.0,"",80.0,4
2020-03-02,NorthDakota,Ward County,4bf58dd8d48988d113951735,Gas Stations,94.0,"",93.0,1
2020-03-02,NorthDakota,Ward County,4bf58dd8d48988d116941735,Bars,61.0,"",60.0,2
