2020-03-21,Riverside County,4bf58dd8d48988d112951735,Hardware Stores,85,5
2020-03-21,Riverside County,4bf58dd8d48988d163941735,Parks,53,6
2020-03-21,Riverside County,4bf58dd8d48988d1c1941735,Mexican Restaurants,40,7
2020-03-21,Riverside County,52f2ab2ebcbc57f1066b8b46,Supermarkets,64,8
2020-03-21,Riverside County,4d954b0ea243a5684a65b473,Convenience Stores,54,9
2020-03-21,Riverside County,4bf58dd8d48988d10f951735,Pharmacies,69,10
2020-03-21,Riverside County,4bf58dd8d48988d1e0931735,Coffee Shops,38,11
2020-03-21,Riverside County,4bf58dd8d48988d124951735,Automotive Shops,58,12
2020-03-21,Riverside County,52e816a6bcbc57f1066b7a54,Warehouse Stores,58,13
2020-03-21,Riverside County,4bf58dd8d48988d1e6941735,Golf Courses,46,14
2020-03-21,Riverside County,4f4533804b9074f6e4fb0105,Elementary Schools,60,15
2020-03-21,Riverside County,52dea92d3cf9994f4e043dbb,Discount Stores,52,16
2020-03-21,Riverside County,4bf58dd8d48988d130941735,Buildings,59,17
2020-03-21,Riverside County,4bf58dd8d48988d1ca941735,Pizza Places,43,18
2020-03-21,Riverside County,4bf58dd8d48988d132941735,Churches,39,19
2020-03-21,Riverside County,4bf58dd8d48988d10a951735,Banks,46,20
2020-03-21,Sacramento County,4bf58dd8d48988d118951735,Grocery Stores,84,1
2020-03-21,Sacramento County,4bf58dd8d48988d163941735,Parks,75,2
2020-03-21,Sacramento County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,76,3
2020-03-21,Sacramento County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,44,4
2020-03-21,Sacramento County,4bf58dd8d48988d16e941735,Fast Food Restaurants,49,5
2020-03-21,Sacramento County,4bf58dd8d48988d113951735,Gas Stations,60,6
2020-03-21,Sacramento County,4bf58dd8d48988d112951735,Hardware Stores,81,7
2020-03-21,Sacramento County,4bf58dd8d48988d10f951735,Pharmacies,78,8
