2020-03-01,,Navajo County,Shops & Services,96.0,122.0,94.0,1
2020-03-01,,Navajo County,Food,112.0,130.0,111.0,2
2020-03-01,,Navajo County,Outdoors & Recreation,113.0,145.0,111.0,3
2020-03-01,,Navajo County,Professional & Other Places,120.0,139.0,119.0,4
2020-03-01,,Navajo County,Gas Stations,101.0,154.0,99.0,5
2020-03-01,,Navajo County,Travel & Transport,119.0,198.0,115.0,6
2020-03-01,,Navajo County,Hotel,119.0,201.0,116.0,7
2020-03-01,,Navajo County,Arts & Entertainment,119.0,"",120.0,8
2020-03-01,,Navajo County,Grocery,88.0,110.0,86.0,9
2020-03-01,,Navajo County,Fast Food Restaurants,104.0,"",101.0,10
2020-03-01,,Apache County,Shops & Services,90.0,"",90.0,1
2020-03-01,,Apache County,Food,88.0,"",88.0,2
2020-03-01,,Apache County,Outdoors & Recreation,80.0,170.0,75.0,3
2020-03-01,,Apache County,Professional & Other Places,76.0,"",77.0,4
2020-03-01,,Coconino County,Food,101.0,126.0,100.0,1
2020-03-01,,Coconino County,Shops & Services,102.0,125.0,101.0,2
2020-03-01,,Coconino County,Outdoors & Recreation,105.0,164.0,103.0,3
2020-03-01,,Coconino County,Travel & Transport,95.0,134.0,94.0,4
2020-03-01,,Coconino County,Hotel,93.0,121.0,92.0,5
2020-03-01,,Coconino County,Nightlife Spots,93.0,124.0,92.0,6
2020-03-01,,Coconino County,Gas Stations,101.0,121.0,101.0,7
2020-03-01,,Coconino County,Arts & Entertainment,102.0,96.0,102.0,8
2020-03-01,,Coconino County,Professional & Other Places,88.0,94.0,88.0,9
2020-03-01,,Coconino County,Grocery,93.0,127.0,92.0,10
2020-03-01,,Coconino County,Colleges & Universities,75.0,"",75.0,11
2020-03-01,,Coconino County,Fast Food Restaurants,103.0,"",103.0,11
2020-03-01,,Coconino County,Big Box Stores,103.0,"",102.0,12
2020-03-01,,Santa Cruz County,Shops & Services,93.0,89.0,93.0,1
2020-03-01,,Santa Cruz County,Food,109.0,97.0,111.0,2
2020-03-01,,Santa Cruz County,Professional & Other Places,105.0,"",107.0,3
2020-03-01,,Mohave County,Shops & Services,96.0,92.0,97.0,1
2020-03-01,,Mohave County,Food,108.0,105.0,108.0,2
2020-03-01,,Mohave County,Outdoors & Recreation,84.0,89.0,83.0,3
2020-03-01,,Mohave County,Nightlife Spots,88.0,85.0,88.0,4
2020-03-01,,Mohave County,Gas Stations,100.0,94.0,100.0,5
2020-03-01,,Mohave County,Professional & Other Places,110.0,83.0,113.0,6
2020-03-01,,Mohave County,Travel & Transport,99.0,92.0,99.0,7
2020-03-01,,Mohave County,Grocery,89.0,96.0,89.0,8
2020-03-01,,Mohave County,Arts & Entertainment,92.0,93.0,91.0,9
2020-03-01,,Mohave County,Hotel,94.0,84.0,95.0,10
2020-03-01,,Mohave County,Big Box Stores,103.0,118.0,102.0,11
2020-03-01,,Mohave County,Fast Food Restaurants,106.0,95.0,107.0,12
2020-03-01,,Mohave County,Sports,87.0,95.0,87.0,13
2020-03-01,,Mohave County,Convenience Store,90.0,"",90.0,14
2020-03-01,,Mohave County,Hardware Stores,118.0,89.0,122.0,15
2020-03-01,,Mohave County,Medical,94.0,"",95.0,16
2020-03-01,,Mohave County,Spiritual Center,98.0,"",101.0,17
2020-03-01,,Mohave County,School,123.0,"",125.0,18
2020-03-01,,Mohave County,Discount Stores,94.0,"",96.0,19
2020-03-01,,La Paz County,Food,109.0,132.0,107.0,1
2020-03-01,,La Paz County,Shops & Services,91.0,85.0,92.0,2
2020-03-01,,La Paz County,Outdoors & Recreation,73.0,72.0,73.0,3
2020-03-01,,La Paz County,Gas Stations,102.0,107.0,102.0,4
2020-03-01,,La Paz County,Nightlife Spots,117.0,104.0,119.0,5
2020-03-01,,La Paz County,Travel & Transport,88.0,76.0,90.0,6
2020-03-01,,Yuma County,Shops & Services,99.0,94.0,99.0,1
2020-03-01,,Yuma County,Food,97.0,75.0,98.0,2
2020-03-01,,Yuma County,Professional & Other Places,102.0,86.0,103.0,3
2020-03-01,,Yuma County,Outdoors & Recreation,87.0,63.0,90.0,4
2020-03-01,,Yuma County,Arts & Entertainment,120.0,119.0,120.0,5
2020-03-01,,Yuma County,Nightlife Spots,99.0,103.0,99.0,6
2020-03-01,,Yuma County,Travel & Transport,101.0,107.0,101.0,7
2020-03-01,,Yuma County,Big Box Stores,100.0,88.0,100.0,8
2020-03-01,,Yuma County,Grocery,94.0,109.0,93.0,9
2020-03-01,,Yuma County,Gas Stations,99.0,94.0,99.0,10
2020-03-01,,Yuma County,Fast Food Restaurants,90.0,105.0,90.0,11
2020-03-01,,Yuma County,Medical,116.0,"",118.0,12
2020-03-01,,Yuma County,Sports,80.0,61.0,82.0,13
2020-03-01,,Yuma County,School,103.0,"",103.0,14
2020-03-01,,Yuma County,Hotel,101.0,"",102.0,15
2020-03-01,,Yuma County,Convenience Store,85.0,"",86.0,16
2020-03-01,,Yuma County,Colleges & Universities,146.0,"",150.0,17
2020-03-01,,Yuma County,Discount Stores,94.0,"",94.0,18
2020-03-01,,Yuma County,Hardware Stores,121.0,"",124.0,19
2020-03-01,,Maricopa County,Shops & Services,103.0,98.0,103.0,1
2020-03-01,,Maricopa County,Food,105.0,99.0,106.0,2
2020-03-01,,Maricopa County,Outdoors & Recreation,110.0,102.0,110.0,3
2020-03-01,,Maricopa County,Professional & Other Places,98.0,93.0,98.0,4
2020-03-01,,Maricopa County,Arts & Entertainment,113.0,103.0,113.0,5
2020-03-01,,Maricopa County,Nightlife Spots,104.0,94.0,105.0,6
