2020-03-01,Rhode Island,Providence County,Food,99.0,79.0,100.0,1
2020-03-01,Rhode Island,Providence County,Shops & Services,104.0,103.0,104.0,2
2020-03-01,Rhode Island,Providence County,Grocery,104.0,101.0,104.0,3
2020-03-01,Rhode Island,Providence County,Nightlife Spots,102.0,104.0,102.0,4
2020-03-01,Rhode Island,Providence County,Arts & Entertainment,89.0,76.0,90.0,5
2020-03-01,Rhode Island,Providence County,Outdoors & Recreation,90.0,92.0,90.0,6
2020-03-01,Rhode Island,Providence County,Colleges & Universities,101.0,"",101.0,7
2020-03-01,Rhode Island,Providence County,Gas Stations,114.0,"",115.0,8
2020-03-01,Rhode Island,Providence County,Medical,108.0,93.0,109.0,9
2020-03-01,Rhode Island,Providence County,Drug Store,98.0,103.0,98.0,10
2020-03-01,Rhode Island,Providence County,Fast Food Restaurants,108.0,"",108.0,11
2020-03-01,Rhode Island,Providence County,Professional & Other Places,82.0,"",81.0,12
2020-03-01,Rhode Island,Providence County,Big Box Stores,101.0,"",102.0,13
2020-03-01,Rhode Island,Providence County,School,110.0,"",110.0,14
2020-03-01,Rhode Island,Providence County,Convenience Store,90.0,"",90.0,15
2020-03-01,Rhode Island,Providence County,Fitness Center,114.0,"",114.0,16
2020-03-01,Rhode Island,Providence County,Residences,114.0,"",114.0,17
2020-03-01,Rhode Island,Providence County,Alcohol,96.0,"",96.0,18
2020-03-01,Rhode Island,Providence County,Banks,116.0,"",115.0,19
2020-03-01,Rhode Island,Providence County,Hardware Stores,96.0,"",97.0,20
2020-03-01,Rhode Island,Providence County,Hotel,91.0,"",91.0,21
2020-03-01,Rhode Island,Providence County,Discount Stores,99.0,"",99.0,22
2020-03-01,Rhode Island,Providence County,Sports,94.0,"",94.0,23
2020-03-01,Rhode Island,Providence County,Office,112.0,"",112.0,24
2020-03-01,Rhode Island,Newport County,Food,106.0,90.0,107.0,1
2020-03-01,Rhode Island,Newport County,Shops & Services,108.0,"",109.0,2
2020-03-01,Rhode Island,Newport County,Nightlife Spots,102.0,"",103.0,3
2020-03-01,Rhode Island,Newport County,Hotel,91.0,"",90.0,4
2020-03-01,Rhode Island,Newport County,Arts & Entertainment,94.0,"",94.0,5
2020-03-01,Rhode Island,Newport County,Outdoors & Recreation,73.0,"",73.0,6
2020-03-01,Rhode Island,Newport County,Grocery,99.0,"",100.0,7
2020-03-01,Rhode Island,Bristol County,Food,92.0,"",93.0,1
2020-03-01,Rhode Island,Kent County,Food,104.0,116.0,103.0,1
2020-03-01,Rhode Island,Kent County,Shops & Services,104.0,122.0,104.0,2
2020-03-01,Rhode Island,Kent County,Grocery,109.0,148.0,108.0,3
2020-03-01,Rhode Island,Kent County,Big Box Stores,123.0,177.0,122.0,4
2020-03-01,Rhode Island,Kent County,Nightlife Spots,93.0,"",92.0,5
2020-03-01,Rhode Island,Kent County,Airport,125.0,"",128.0,6
2020-03-01,Rhode Island,Kent County,Outdoors & Recreation,98.0,"",96.0,7
2020-03-01,Rhode Island,Kent County,Gas Stations,105.0,"",106.0,8
2020-03-01,Rhode Island,Kent County,Convenience Store,103.0,"",103.0,9
2020-03-01,Rhode Island,Kent County,Drug Store,110.0,"",111.0,10
2020-03-01,Rhode Island,Kent County,Fast Food Restaurants,107.0,"",107.0,11
2020-03-01,Rhode Island,Washington County,Food,113.0,130.0,112.0,1
2020-03-01,Rhode Island,Washington County,Shops & Services,100.0,76.0,101.0,2
2020-03-01,Rhode Island,Washington County,Colleges & Universities,151.0,"",150.0,3
2020-03-01,Rhode Island,Washington County,Grocery,91.0,"",92.0,4
2020-03-01,Rhode Island,Washington County,Nightlife Spots,101.0,"",101.0,5
2020-03-01,Rhode Island,Washington County,Outdoors & Recreation,76.0,"",76.0,6
2020-03-02,Rhode Island,Bristol County,Food,105.0,"",104.0,1
2020-03-02,Rhode Island,Providence County,Food,100.0,102.0,100.0,1
2020-03-02,Rhode Island,Providence County,Shops & Services,108.0,109.0,108.0,2
2020-03-02,Rhode Island,Providence County,Medical,103.0,75.0,104.0,3
2020-03-02,Rhode Island,Providence County,Grocery,116.0,110.0,116.0,4
2020-03-02,Rhode Island,Providence County,Colleges & Universities,90.0,119.0,90.0,5
2020-03-02,Rhode Island,Providence County,Outdoors & Recreation,108.0,117.0,108.0,6
2020-03-02,Rhode Island,Providence County,Nightlife Spots,91.0,77.0,91.0,7
2020-03-02,Rhode Island,Providence County,School,118.0,102.0,119.0,8
2020-03-02,Rhode Island,Providence County,Arts & Entertainment,107.0,93.0,108.0,9
2020-03-02,Rhode Island,Providence County,Drug Store,115.0,114.0,115.0,10
2020-03-02,Rhode Island,Providence County,Gas Stations,111.0,111.0,111.0,11
2020-03-02,Rhode Island,Providence County,Professional & Other Places,106.0,108.0,106.0,12
2020-03-02,Rhode Island,Providence County,Office,113.0,"",113.0,13
2020-03-02,Rhode Island,Providence County,Fitness Center,105.0,114.0,105.0,14
2020-03-02,Rhode Island,Providence County,Convenience Store,107.0,118.0,107.0,15
2020-03-02,Rhode Island,Providence County,Fast Food Restaurants,109.0,"",110.0,16
2020-03-02,Rhode Island,Providence County,Banks,118.0,"",118.0,17
2020-03-02,Rhode Island,Providence County,Government,107.0,"",107.0,18
2020-03-02,Rhode Island,Providence County,Big Box Stores,117.0,"",117.0,19
2020-03-02,Rhode Island,Providence County,Residences,105.0,"",106.0,20
2020-03-02,Rhode Island,Providence County,Alcohol,92.0,"",92.0,21
2020-03-02,Rhode Island,Providence County,Sports,99.0,"",100.0,22
