categoryId,categoryName,isEssential
52e81612bcbc57f1066b79ff,Halal Restaurant,true
52e81612bcbc57f1066b79fe,Hawaiian Restaurant,true
5bae9231bedf3950379f89d4,Poke Place,true
4bf58dd8d48988d16f941735,Hot Dog Joint,true
52e81612bcbc57f1066b79fa,Hungarian Restaurant,true
4bf58dd8d48988d10f941735,Indian Restaurant,true
54135bf5e4b08f3d2429dfe5,Andhra Restaurant,true
54135bf5e4b08f3d2429dff3,Awadhi Restaurant,true
54135bf5e4b08f3d2429dff5,Bengali Restaurant,true
54135bf5e4b08f3d2429dfe2,Chaat Place,true
54135bf5e4b08f3d2429dff2,Chettinad Restaurant,true
54135bf5e4b08f3d2429dfe1,Dhaba,true
54135bf5e4b08f3d2429dfe3,Dosa Place,true
54135bf5e4b08f3d2429dfe8,Goan Restaurant,true
54135bf5e4b08f3d2429dfe9,Gujarati Restaurant,true
54135bf5e4b08f3d2429dfe6,Hyderabadi Restaurant,true
54135bf5e4b08f3d2429dfdf,Indian Chinese Restaurant,true
54135bf5e4b08f3d2429dfe4,Indian Sweet Shop,true
54135bf5e4b08f3d2429dfe7,Irani Cafe,true
54135bf5e4b08f3d2429dfea,Jain Restaurant,true
54135bf5e4b08f3d2429dfeb,Karnataka Restaurant,true
54135bf5e4b08f3d2429dfed,Kerala Restaurant,true
54135bf5e4b08f3d2429dfee,Maharashtrian Restaurant,true
54135bf5e4b08f3d2429dff4,Mughlai Restaurant,true
54135bf5e4b08f3d2429dfe0,Multicuisine Indian Restaurant,true
54135bf5e4b08f3d2429dfdd,North Indian Restaurant,true
54135bf5e4b08f3d2429dff6,Northeast Indian Restaurant,true
54135bf5e4b08f3d2429dfef,Parsi Restaurant,true
54135bf5e4b08f3d2429dff0,Punjabi Restaurant,true
54135bf5e4b08f3d2429dff1,Rajasthani Restaurant,true
54135bf5e4b08f3d2429dfde,South Indian Restaurant,true
54135bf5e4b08f3d2429dfec,Udupi Restaurant,true
52e81612bcbc57f1066b7a06,Irish Pub,true
4bf58dd8d48988d110941735,Italian Restaurant,true
55a5a1ebe4b013909087cbb6,Abruzzo Restaurant,true
55a5a1ebe4b013909087cb7c,Agriturismo,true
55a5a1ebe4b013909087cba7,Aosta Restaurant,true
55a5a1ebe4b013909087cba1,Basilicata Restaurant,true
55a5a1ebe4b013909087cba4,Calabria Restaurant,true
55a5a1ebe4b013909087cb95,Campanian Restaurant,true
55a5a1ebe4b013909087cb89,Emilia Restaurant,true
55a5a1ebe4b013909087cb9b,Friuli Restaurant,true
55a5a1ebe4b013909087cb98,Ligurian Restaurant,true
55a5a1ebe4b013909087cbbf,Lombard Restaurant,true
55a5a1ebe4b013909087cb79,Malga,true
55a5a1ebe4b013909087cbb0,Marche Restaurant,true
55a5a1ebe4b013909087cbb3,Molise Restaurant,true
55a5a1ebe4b013909087cb74,Piadineria,true
55a5a1ebe4b013909087cbaa,Piedmontese Restaurant,true
55a5a1ebe4b013909087cb83,Puglia Restaurant,true
55a5a1ebe4b013909087cb8c,Romagna Restaurant,true
55a5a1ebe4b013909087cb92,Roman Restaurant,true
55a5a1ebe4b013909087cb8f,Sardinian Restaurant,true
55a5a1ebe4b013909087cb86,Sicilian Restaurant,true
55a5a1ebe4b013909087cbb9,South Tyrolean Restaurant,true
55a5a1ebe4b013909087cb7f,Trattoria/Osteria,true
55a5a1ebe4b013909087cbbc,Trentino Restaurant,true
55a5a1ebe4b013909087cb9e,Tuscan Restaurant,true
55a5a1ebe4b013909087cbc2,Umbrian Restaurant,true
55a5a1ebe4b013909087cbad,Veneto Restaurant,true
52e81612bcbc57f1066b79fd,Jewish Restaurant,true
52e81612bcbc57f1066b79fc,Kosher Restaurant,true
4bf58dd8d48988d112941735,Juice Bar,true
5283c7b4e4b094cb91ec88d7,Kebab Restaurant,true
4bf58dd8d48988d1be941735,Latin American Restaurant,true
4bf58dd8d48988d152941735,Arepa Restaurant,true
52939a8c3cf9994f4e043a35,Empanada Restaurant,true
5745c7ac498e5d0483112fdb,Salvadoran Restaurant,true
4bf58dd8d48988d1cd941735,South American Restaurant,true
4bf58dd8d48988d107941735,Argentinian Restaurant,true
4bf58dd8d48988d16b941735,Brazilian Restaurant,true
5294c7523cf9994f4e043a62,Acai House,true
52939ae13cf9994f4e043a3b,Baiano Restaurant,true
52939a9e3cf9994f4e043a36,Central Brazilian Restaurant,true
52939a643cf9994f4e043a33,Churrascaria,true
5294c55c3cf9994f4e043a61,Empada House,true
52939af83cf9994f4e043a3d,Goiano Restaurant,true
52939aed3cf9994f4e043a3c,Mineiro Restaurant,true
52939aae3cf9994f4e043a37,Northeastern Brazilian Restaurant,true
52939ab93cf9994f4e043a38,Northern Brazilian Restaurant,true
5294cbda3cf9994f4e043a63,Pastelaria,true
52939ac53cf9994f4e043a39,Southeastern Brazilian Restaurant,true
52939ad03cf9994f4e043a3a,Southern Brazilian Restaurant,true
52939a7d3cf9994f4e043a34,Tapiocaria,true
58daa1558bbb0b01f18ec1f4,Colombian Restaurant,true
4eb1bfa43b7b52c0e1adc2e8,Peruvian Restaurant,true
56aa371be4b08b9a8d573558,Venezuelan Restaurant,true
4bf58dd8d48988d1bf941735,Mac & Cheese Joint,true
4bf58dd8d48988d1c0941735,Mediterranean Restaurant,true
4bf58dd8d48988d1c3941735,Moroccan Restaurant,true
4bf58dd8d48988d1c1941735,Mexican Restaurant,true
58daa1558bbb0b01f18ec1d9,Botanero,true
4bf58dd8d48988d153941735,Burrito Place,true
4bf58dd8d48988d151941735,Taco Place,true
56aa371ae4b08b9a8d5734ba,Tex-Mex Restaurant,true
5744ccdfe4b0c0459246b4d3,Yucatecan Restaurant,true
4bf58dd8d48988d115941735,Middle Eastern Restaurant,true
5bae9231bedf3950379f89e1,Egyptian Restaurant,true
5bae9231bedf3950379f89e7,Iraqi Restaurant,true
56aa371be4b08b9a8d573529,Israeli Restaurant,true
5744ccdfe4b0c0459246b4ca,Kurdish Restaurant,true
58daa1558bbb0b01f18ec1cd,Lebanese Restaurant,true
52e81612bcbc57f1066b79f7,Persian Restaurant,true
58daa1558bbb0b01f18ec1bc,Ash and Haleem Place,true
58daa1558bbb0b01f18ec1c0,Dizi Place,true
58daa1558bbb0b01f18ec1c4,Gilaki Restaurant,true
58daa1558bbb0b01f18ec1c7,Jegaraki,true
5744ccdfe4b0c0459246b4a8,Tabbakhi,true
5bae9231bedf3950379f89e4,Shawarma Place,true
5bae9231bedf3950379f89da,Syrian Restaurant,true
5bae9231bedf3950379f89ea,Yemeni Restaurant,true
52e81612bcbc57f1066b79f9,Modern European Restaurant,true
4bf58dd8d48988d1c2941735,Molecular Gastronomy Restaurant,true
52e81612bcbc57f1066b79f8,Pakistani Restaurant,true
56aa371be4b08b9a8d573508,Pet Café,true
4bf58dd8d48988d1ca941735,Pizza Place,true
52e81612bcbc57f1066b7a04,Polish Restaurant,true
4def73e84765ae376e57713a,Portuguese Restaurant,true
56aa371be4b08b9a8d5734c7,Poutine Place,true
4bf58dd8d48988d1c4941735,Restaurant,true
5293a7563cf9994f4e043a44,Russian Restaurant,true
52e928d0bcbc57f1066b7e9d,Blini House,true
52e928d0bcbc57f1066b7e9c,Pelmeni House,true
4bf58dd8d48988d1bd941735,Salad Place,true
4bf58dd8d48988d1c5941735,Sandwich Place,true
4bf58dd8d48988d1c6941735,Scandinavian Restaurant,true
5744ccdde4b0c0459246b4a3,Scottish Restaurant,true
4bf58dd8d48988d1ce941735,Seafood Restaurant,true
56aa371be4b08b9a8d57355a,Slovak Restaurant,true
4bf58dd8d48988d1c7941735,Snack Place,true
4bf58dd8d48988d1dd931735,Soup Place,true
4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,true
4bf58dd8d48988d150941735,Spanish Restaurant,true
4bf58dd8d48988d14d941735,Paella Restaurant,true
4bf58dd8d48988d1db931735,Tapas Restaurant,true
5413605de4b0ae91d18581a9,Sri Lankan Restaurant,true
4bf58dd8d48988d1cc941735,Steakhouse,true
4bf58dd8d48988d158941735,Swiss Restaurant,true
4bf58dd8d48988d1dc931735,Tea Room,true
56aa371be4b08b9a8d573538,Theme Restaurant,true
57558b36e4b065ecebd306dd,Truck Stop,true
4f04af1f2fb6e1c99f3db0bb,Turkish Restaurant,true
530faca9bcbc57f1066bc2f3,Borek Place,true
530faca9bcbc57f1066bc2f4,Cigkofte Place,true
5283c7b4e4b094cb91ec88d8,Doner Restaurant,true
5283c7b4e4b094cb91ec88d9,Gozleme Place,true
5283c7b4e4b094cb91ec88db,Kofte Place,true
5283c7b4e4b094cb91ec88d6,Kokoreç Restaurant,true
56aa371be4b08b9a8d573535,Kumpir Restaurant,true
56aa371be4b08b9a8d5734bd,Kumru Restaurant,true
5283c7b4e4b094cb91ec88d5,Manti Place,true
5283c7b4e4b094cb91ec88da,Meyhane,true
530faca9bcbc57f1066bc2f2,Pide Place,true
58daa1558bbb0b01f18ec1df,Pilavcı,true
58daa1558bbb0b01f18ec1dc,Söğüş Place,true
