2020-03-01,Georgia,Newton County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,107.0,"",107.0,1
2020-03-01,Georgia,Newton County,4bf58dd8d48988d16e941735,Fast Food Restaurants,151.0,"",151.0,2
2020-03-01,Georgia,Newton County,4bf58dd8d48988d113951735,Gas Stations,96.0,"",96.0,3
2020-03-01,Georgia,Newton County,52f2ab2ebcbc57f1066b8b46,Supermarkets,101.0,"",100.0,4
2020-03-01,Georgia,Thomas County,4bf58dd8d48988d113951735,Gas Stations,122.0,"",121.0,1
2020-03-01,Georgia,Fayette County,4bf58dd8d48988d1fd941735,Shopping Malls,112.0,"",112.0,1
2020-03-01,Georgia,Fayette County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,116.0,"",117.0,1
2020-03-01,Georgia,Fayette County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,114.0,"",114.0,2
2020-03-01,Georgia,Fayette County,4bf58dd8d48988d118951735,Grocery Stores,108.0,"",108.0,3
2020-03-01,Georgia,Fayette County,4bf58dd8d48988d113951735,Gas Stations,113.0,"",114.0,4
2020-03-01,Georgia,Fayette County,4bf58dd8d48988d10f951735,Pharmacies,108.0,"",108.0,4
2020-03-01,Georgia,Fayette County,52f2ab2ebcbc57f1066b8b46,Supermarkets,94.0,"",95.0,5
2020-03-01,Georgia,Fayette County,4bf58dd8d48988d16e941735,Fast Food Restaurants,113.0,"",114.0,6
2020-03-01,Georgia,Carroll County,4bf58dd8d48988d113951735,Gas Stations,110.0,"",111.0,1
2020-03-01,Georgia,Carroll County,4bf58dd8d48988d16e941735,Fast Food Restaurants,127.0,"",128.0,2
2020-03-01,Georgia,Carroll County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,115.0,"",114.0,3
2020-03-01,Georgia,Carroll County,4bf58dd8d48988d118951735,Grocery Stores,100.0,"",100.0,4
2020-03-01,Georgia,Carroll County,4bf58dd8d48988d14e941735,American Restaurants,144.0,"",145.0,5
2020-03-01,Georgia,Carroll County,52dea92d3cf9994f4e043dbb,Discount Stores,145.0,"",146.0,6
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1fa931735,Hotels,96.0,112.0,96.0,1
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d16e941735,Fast Food Restaurants,117.0,116.0,117.0,2
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d113951735,Gas Stations,107.0,119.0,107.0,3
2020-03-01,Georgia,Chatham County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,115.0,119.0,115.0,4
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1ce941735,Seafood Restaurants,132.0,130.0,132.0,5
2020-03-01,Georgia,Chatham County,52f2ab2ebcbc57f1066b8b46,Supermarkets,92.0,87.0,92.0,6
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d118951735,Grocery Stores,96.0,90.0,96.0,7
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d14e941735,American Restaurants,92.0,112.0,91.0,8
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d116941735,Bars,59.0,"",59.0,9
2020-03-01,Georgia,Chatham County,4d954b0ea243a5684a65b473,Convenience Stores,101.0,"",101.0,10
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1fd941735,Shopping Malls,152.0,"",153.0,11
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d163941735,Parks,119.0,"",120.0,12
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1e0931735,Coffee Shops,89.0,"",90.0,13
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d112951735,Hardware Stores,140.0,"",140.0,14
2020-03-01,Georgia,Chatham County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),114.0,"",114.0,15
2020-03-01,Georgia,Chatham County,4f2a210c4b9023bd5841ed28,Housing Developments,107.0,"",108.0,16
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d143941735,Breakfast Spots,116.0,"",116.0,17
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1c4941735,Restaurants,121.0,"",120.0,18
2020-03-01,Georgia,Chatham County,52dea92d3cf9994f4e043dbb,Discount Stores,89.0,"",88.0,18
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1f6941735,Department Stores,132.0,"",133.0,19
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d10f951735,Pharmacies,113.0,"",115.0,19
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d164941735,Plazas,103.0,"",103.0,20
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1c1941735,Mexican Restaurants,80.0,"",80.0,21
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1ca941735,Pizza Places,98.0,"",99.0,21
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d103951735,Clothing Stores,69.0,"",69.0,22
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d1ed931735,Airports,81.0,"",82.0,23
2020-03-01,Georgia,Chatham County,4d4ae6fc7a7b7dea34424761,Fried Chicken Joints,108.0,"",107.0,24
2020-03-01,Georgia,Chatham County,52e816a6bcbc57f1066b7a54,Warehouse Stores,108.0,"",106.0,25
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d145941735,Chinese Restaurants,101.0,"",101.0,26
2020-03-01,Georgia,Chatham County,4bf58dd8d48988d196941735,Hospitals,106.0,"",106.0,27
2020-03-01,Georgia,Bryan County,4bf58dd8d48988d113951735,Gas Stations,113.0,"",113.0,1
2020-03-01,Georgia,Gordon County,4bf58dd8d48988d113951735,Gas Stations,122.0,"",122.0,1
