date,state,county,category,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-20,California,Solano County,Food,50,39,50,1
2020-03-20,California,Solano County,Shops & Services,44,37,44,2
2020-03-20,California,Solano County,Grocery,96,85,97,3
2020-03-20,California,Solano County,Outdoors & Recreation,84,70,84,4
2020-03-20,California,Solano County,Professional & Other Places,64,62,64,5
2020-03-20,California,Solano County,Fast Food Restaurants,54,29,55,6
2020-03-20,California,Solano County,Medical,58,65,58,7
2020-03-20,California,Solano County,Gas Stations,53,49,54,8
2020-03-20,California,Solano County,Big Box Stores,90,57,91,9
2020-03-20,California,Solano County,Hardware Stores,99,67,101,10
2020-03-20,California,Solano County,School,35,40,35,11
2020-03-20,California,Solano County,Convenience Store,75,68,75,12
2020-03-20,California,Solano County,Nightlife Spots,44,51,44,13
2020-03-21,California,Solano County,Food,49,47,49,1
2020-03-21,California,Solano County,Shops & Services,34,33,34,2
2020-03-21,California,Solano County,Grocery,85,86,85,3
2020-03-21,California,Solano County,Outdoors & Recreation,73,62,73,4
2020-03-21,California,Solano County,Fast Food Restaurants,50,33,51,5
2020-03-21,California,Solano County,Big Box Stores,76,69,76,6
2020-03-21,California,Solano County,Gas Stations,47,29,48,7
2020-03-21,California,Solano County,Professional & Other Places,50,40,50,8
2020-03-21,California,Solano County,Medical,62,79,62,9
2020-03-21,California,Solano County,School,58,53,58,10
2020-03-21,California,Solano County,Hardware Stores,71,68,71,11
2020-03-21,California,Solano County,Convenience Store,61,120,60,12
2020-03-22,California,Solano County,Food,38,29,38,1
2020-03-22,California,Solano County,Grocery,72,56,73,2
2020-03-22,California,Solano County,Shops & Services,31,26,31,3
2020-03-22,California,Solano County,Outdoors & Recreation,70,63,70,4
2020-03-22,California,Solano County,Fast Food Restaurants,47,26,47,5
2020-03-22,California,Solano County,Gas Stations,43,60,43,6
2020-03-22,California,Solano County,Big Box Stores,59,28,60,7
2020-03-22,California,Solano County,Professional & Other Places,50,24,51,8
2020-03-23,California,Solano County,Food,50,46,51,1
2020-03-23,California,Solano County,Shops & Services,41,32,41,2
2020-03-23,California,Solano County,Grocery,74,73,74,3
2020-03-23,California,Solano County,Outdoors & Recreation,64,57,65,4
2020-03-23,California,Solano County,Professional & Other Places,57,60,57,5
2020-03-23,California,Solano County,Gas Stations,55,43,55,6
2020-03-23,California,Solano County,Medical,54,53,54,7
2020-03-23,California,Solano County,Fast Food Restaurants,46,22,47,8
2020-03-23,California,Solano County,Big Box Stores,74,113,73,9
2020-03-01,California,Sonoma County,Food,96,80,97,1
2020-03-01,California,Sonoma County,Shops & Services,94,90,94,2
2020-03-01,California,Sonoma County,Outdoors & Recreation,87,109,85,3
2020-03-01,California,Sonoma County,Grocery,103,90,104,4
2020-03-01,California,Sonoma County,Professional & Other Places,77,67,78,5
2020-03-01,California,Sonoma County,Nightlife Spots,79,81,79,6
2020-03-01,California,Sonoma County,Arts & Entertainment,87,78,87,7
2020-03-01,California,Sonoma County,Gas Stations,103,138,101,8
2020-03-01,California,Sonoma County,Fast Food Restaurants,102,114,101,9
2020-03-01,California,Sonoma County,Hotel,82,52,84,10
2020-03-01,California,Sonoma County,Big Box Stores,103,118,102,11
2020-03-01,California,Sonoma County,Hardware Stores,117,124,117,12
2020-03-01,California,Sonoma County,Spiritual Center,106,131,104,12
2020-03-01,California,Sonoma County,Convenience Store,98,67,100,13
2020-03-02,California,Sonoma County,Food,91,85,91,1
2020-03-02,California,Sonoma County,Shops & Services,96,97,96,2
2020-03-02,California,Sonoma County,Outdoors & Recreation,94,100,94,3
2020-03-02,California,Sonoma County,Grocery,98,100,98,4
2020-03-02,California,Sonoma County,Professional & Other Places,94,92,94,5
2020-03-02,California,Sonoma County,Medical,108,91,109,6
2020-03-02,California,Sonoma County,Gas Stations,109,86,111,7
2020-03-02,California,Sonoma County,Nightlife Spots,99,101,99,8
2020-03-02,California,Sonoma County,Arts & Entertainment,101,93,101,9
2020-03-02,California,Sonoma County,School,110,69,112,10
2020-03-02,California,Sonoma County,Fast Food Restaurants,104,113,104,11
2020-03-02,California,Sonoma County,Colleges & Universities,113,52,114,12
2020-03-02,California,Sonoma County,Hotel,90,103,89,13
2020-03-02,California,Sonoma County,Fitness Center,107,105,107,14
2020-03-02,California,Sonoma County,Big Box Stores,104,136,102,15
2020-03-02,California,Sonoma County,Hardware Stores,89,104,88,16
2020-03-02,California,Sonoma County,Convenience Store,105,105,105,17
2020-03-02,California,Sonoma County,Sports,139,97,143,18
2020-03-02,California,Sonoma County,Drug Store,111,141,108,19
2020-03-03,California,Sonoma County,Food,103,94,104,1
2020-03-03,California,Sonoma County,Shops & Services,97,90,98,2
2020-03-03,California,Sonoma County,Outdoors & Recreation,99,95,99,3
2020-03-03,California,Sonoma County,Grocery,98,89,98,4
2020-03-03,California,Sonoma County,Professional & Other Places,94,84,95,5
2020-03-03,California,Sonoma County,Medical,110,104,110,6
2020-03-03,California,Sonoma County,School,115,160,114,7
2020-03-03,California,Sonoma County,Nightlife Spots,107,93,108,8
2020-03-03,California,Sonoma County,Gas Stations,97,89,98,9
2020-03-03,California,Sonoma County,Fast Food Restaurants,104,121,104,10
2020-03-03,California,Sonoma County,Arts & Entertainment,99,88,100,11
2020-03-03,California,Sonoma County,Colleges & Universities,87,40,88,12
2020-03-03,California,Sonoma County,Fitness Center,92,92,92,13
2020-03-03,California,Sonoma County,Hotel,71,99,69,14
2020-03-03,California,Sonoma County,Hardware Stores,107,74,110,15
2020-03-03,California,Sonoma County,Convenience Store,99,61,100,16
2020-03-03,California,Sonoma County,Big Box Stores,98,108,98,17
2020-03-03,California,Sonoma County,Sports,119,98,121,18
2020-03-04,California,Sonoma County,Food,97,85,98,1
2020-03-04,California,Sonoma County,Shops & Services,102,91,103,2
2020-03-04,California,Sonoma County,Outdoors & Recreation,100,95,101,3
2020-03-04,California,Sonoma County,Grocery,101,98,101,4
2020-03-04,California,Sonoma County,Professional & Other Places,98,102,98,5
2020-03-04,California,Sonoma County,Nightlife Spots,99,98,99,6
2020-03-04,California,Sonoma County,Medical,89,78,90,7
2020-03-04,California,Sonoma County,Gas Stations,96,79,96,8
2020-03-04,California,Sonoma County,School,93,103,93,9
2020-03-04,California,Sonoma County,Arts & Entertainment,106,101,106,10
2020-03-04,California,Sonoma County,Fast Food Restaurants,111,67,114,11
2020-03-04,California,Sonoma County,Colleges & Universities,100,63,100,12
2020-03-04,California,Sonoma County,Hotel,85,107,84,13
2020-03-04,California,Sonoma County,Fitness Center,91,90,91,14
2020-03-04,California,Sonoma County,Convenience Store,110,119,110,15
2020-03-04,California,Sonoma County,Hardware Stores,95,115,94,16
2020-03-04,California,Sonoma County,Big Box Stores,86,68,86,17
2020-03-04,California,Sonoma County,Sports,111,80,114,17
2020-03-04,California,Sonoma County,Office,100,77,101,18
2020-03-05,California,Sonoma County,Food,97,86,98,1
2020-03-05,California,Sonoma County,Shops & Services,97,86,98,2
2020-03-05,California,Sonoma County,Outdoors & Recreation,91,91,91,3
2020-03-05,California,Sonoma County,Grocery,107,118,106,4
2020-03-05,California,Sonoma County,Professional & Other Places,96,83,97,5
2020-03-05,California,Sonoma County,Medical,99,91,100,6
2020-03-05,California,Sonoma County,Nightlife Spots,98,98,98,7
2020-03-05,California,Sonoma County,School,111,147,109,8
2020-03-05,California,Sonoma County,Gas Stations,99,98,99,9
2020-03-05,California,Sonoma County,Arts & Entertainment,95,65,97,10
2020-03-05,California,Sonoma County,Fast Food Restaurants,102,118,102,11
2020-03-05,California,Sonoma County,Colleges & Universities,107,58,108,12
2020-03-05,California,Sonoma County,Hotel,96,84,96,13
2020-03-05,California,Sonoma County,Fitness Center,84,74,85,14
2020-03-05,California,Sonoma County,Big Box Stores,102,108,102,15
2020-03-05,California,Sonoma County,Hardware Stores,102,88,104,16
2020-03-05,California,Sonoma County,Convenience Store,101,98,101,17
2020-03-05,California,Sonoma County,Sports,128,125,129,18
2020-03-05,California,Sonoma County,Travel & Transport,121,101,122,19
2020-03-06,California,Sonoma County,Food,96,88,96,1
2020-03-06,California,Sonoma County,Shops & Services,94,85,95,2
2020-03-06,California,Sonoma County,Outdoors & Recreation,97,100,97,3
2020-03-06,California,Sonoma County,Grocery,101,111,100,4
2020-03-06,California,Sonoma County,Professional & Other Places,111,101,111,5
2020-03-06,California,Sonoma County,Nightlife Spots,92,71,93,6
2020-03-06,California,Sonoma County,Gas Stations,96,93,96,7
2020-03-06,California,Sonoma County,Medical,100,87,101,8
2020-03-06,California,Sonoma County,School,98,101,98,9
2020-03-06,California,Sonoma County,Arts & Entertainment,95,102,95,10
2020-03-06,California,Sonoma County,Fast Food Restaurants,105,94,106,11
2020-03-06,California,Sonoma County,Hotel,87,46,89,12
2020-03-06,California,Sonoma County,Fitness Center,113,115,113,13
2020-03-06,California,Sonoma County,Big Box Stores,109,103,109,14
2020-03-06,California,Sonoma County,Convenience Store,93,124,91,15
2020-03-06,California,Sonoma County,Hardware Stores,101,98,101,16
2020-03-06,California,Sonoma County,Drug Store,98,116,97,17
2020-03-06,California,Sonoma County,Colleges & Universities,97,59,98,18
2020-03-06,California,Sonoma County,Sports,115,88,117,19
2020-03-06,California,Sonoma County,Travel & Transport,113,156,111,20
2020-03-07,California,Sonoma County,Food,92,82,93,1
2020-03-07,California,Sonoma County,Shops & Services,97,90,97,2
2020-03-07,California,Sonoma County,Outdoors & Recreation,85,77,86,3
2020-03-07,California,Sonoma County,Grocery,93,73,94,4
2020-03-07,California,Sonoma County,Professional & Other Places,90,63,91,5
2020-03-07,California,Sonoma County,Nightlife Spots,94,84,94,6
2020-03-07,California,Sonoma County,Arts & Entertainment,87,80,87,7
2020-03-07,California,Sonoma County,Fast Food Restaurants,104,70,105,8
2020-03-07,California,Sonoma County,Gas Stations,94,88,94,9
2020-03-07,California,Sonoma County,Hotel,84,83,84,10
2020-03-07,California,Sonoma County,Big Box Stores,112,73,113,11
2020-03-07,California,Sonoma County,School,129,143,129,12
2020-03-07,California,Sonoma County,Hardware Stores,101,102,101,13
2020-03-07,California,Sonoma County,Fitness Center,97,93,97,14
2020-03-07,California,Sonoma County,Convenience Store,86,97,86,15
2020-03-07,California,Sonoma County,Drug Store,121,112,121,16
2020-03-07,California,Sonoma County,Medical,88,70,89,17
2020-03-08,California,Sonoma County,Food,90,78,91,1
2020-03-08,California,Sonoma County,Shops & Services,103,80,104,2
2020-03-08,California,Sonoma County,Outdoors & Recreation,92,97,92,3
2020-03-08,California,Sonoma County,Grocery,99,92,99,4
2020-03-08,California,Sonoma County,Professional & Other Places,91,79,92,5
2020-03-08,California,Sonoma County,Nightlife Spots,85,95,85,6
2020-03-08,California,Sonoma County,Arts & Entertainment,80,78,80,7
2020-03-08,California,Sonoma County,Gas Stations,96,105,96,8
2020-03-08,California,Sonoma County,Fast Food Restaurants,104,112,104,9
2020-03-08,California,Sonoma County,Hotel,76,46,77,10
2020-03-08,California,Sonoma County,Big Box Stores,105,85,105,11
2020-03-08,California,Sonoma County,Hardware Stores,116,135,115,12
2020-03-08,California,Sonoma County,Spiritual Center,94,123,92,13
2020-03-08,California,Sonoma County,Drug Store,125,149,123,14
2020-03-09,California,Sonoma County,Food,90,92,90,1
2020-03-09,California,Sonoma County,Shops & Services,100,98,100,2
2020-03-09,California,Sonoma County,Outdoors & Recreation,97,116,96,3
2020-03-09,California,Sonoma County,Grocery,105,113,104,4
2020-03-09,California,Sonoma County,Professional & Other Places,98,92,99,5
2020-03-09,California,Sonoma County,Medical,100,91,101,6
2020-03-09,California,Sonoma County,Nightlife Spots,91,97,91,7
2020-03-09,California,Sonoma County,Fast Food Restaurants,113,95,114,8
2020-03-09,California,Sonoma County,Gas Stations,84,61,86,9
2020-03-09,California,Sonoma County,School,108,76,109,10
2020-03-09,California,Sonoma County,Arts & Entertainment,87,66,88,11
2020-03-09,California,Sonoma County,Hotel,90,122,89,12
2020-03-09,California,Sonoma County,Colleges & Universities,98,61,99,13
2020-03-09,California,Sonoma County,Fitness Center,99,89,99,14
2020-03-09,California,Sonoma County,Hardware Stores,88,74,89,15
2020-03-09,California,Sonoma County,Convenience Store,103,93,103,16
2020-03-09,California,Sonoma County,Big Box Stores,90,77,91,17
2020-03-09,California,Sonoma County,Sports,119,121,119,18
2020-03-10,California,Sonoma County,Food,98,90,98,1
2020-03-10,California,Sonoma County,Shops & Services,93,93,93,2
2020-03-10,California,Sonoma County,Outdoors & Recreation,107,97,107,3
2020-03-10,California,Sonoma County,Grocery,96,105,95,4
2020-03-10,California,Sonoma County,Professional & Other Places,99,92,100,5
2020-03-10,California,Sonoma County,Medical,91,79,92,6
2020-03-10,California,Sonoma County,Nightlife Spots,104,89,104,7
2020-03-10,California,Sonoma County,Gas Stations,100,106,99,8
2020-03-10,California,Sonoma County,School,99,85,100,9
2020-03-10,California,Sonoma County,Arts & Entertainment,95,87,95,10
2020-03-10,California,Sonoma County,Fast Food Restaurants,98,90,98,11
2020-03-10,California,Sonoma County,Hotel,81,90,81,12
2020-03-10,California,Sonoma County,Colleges & Universities,85,60,86,13
2020-03-10,California,Sonoma County,Fitness Center,83,80,84,14
2020-03-10,California,Sonoma County,Hardware Stores,94,80,95,15
2020-03-10,California,Sonoma County,Big Box Stores,109,65,110,16
2020-03-10,California,Sonoma County,Convenience Store,95,149,92,17
2020-03-10,California,Sonoma County,Sports,137,128,138,18
2020-03-10,California,Sonoma County,Office,111,87,112,19
2020-03-11,California,Sonoma County,Food,94,83,95,1
2020-03-11,California,Sonoma County,Shops & Services,95,78,96,2
2020-03-11,California,Sonoma County,Outdoors & Recreation,99,86,100,3
2020-03-11,California,Sonoma County,Grocery,93,83,94,4
2020-03-11,California,Sonoma County,Professional & Other Places,106,76,108,5
2020-03-11,California,Sonoma County,Gas Stations,108,108,108,6
2020-03-11,California,Sonoma County,Medical,83,88,83,7
2020-03-11,California,Sonoma County,Nightlife Spots,86,75,86,8
2020-03-11,California,Sonoma County,School,90,106,89,9
2020-03-11,California,Sonoma County,Fast Food Restaurants,102,104,102,10
2020-03-11,California,Sonoma County,Arts & Entertainment,87,65,88,11
2020-03-11,California,Sonoma County,Hotel,89,77,89,12
2020-03-11,California,Sonoma County,Colleges & Universities,78,53,79,13
2020-03-11,California,Sonoma County,Fitness Center,90,94,89,14
2020-03-11,California,Sonoma County,Hardware Stores,102,79,104,15
2020-03-11,California,Sonoma County,Convenience Store,97,80,98,16
2020-03-11,California,Sonoma County,Big Box Stores,98,133,97,17
2020-03-11,California,Sonoma County,Office,102,111,102,18
2020-03-11,California,Sonoma County,Sports,109,68,112,19
2020-03-12,California,Sonoma County,Food,89,82,90,1
2020-03-12,California,Sonoma County,Shops & Services,94,105,93,2
2020-03-12,California,Sonoma County,Outdoors & Recreation,103,91,104,3
2020-03-12,California,Sonoma County,Grocery,104,129,102,4
2020-03-12,California,Sonoma County,Professional & Other Places,85,74,86,5
2020-03-12,California,Sonoma County,Medical,95,91,95,6
2020-03-12,California,Sonoma County,School,98,68,99,7
2020-03-12,California,Sonoma County,Nightlife Spots,84,79,84,8
2020-03-12,California,Sonoma County,Gas Stations,92,107,92,9
2020-03-12,California,Sonoma County,Arts & Entertainment,101,69,102,10
2020-03-12,California,Sonoma County,Hotel,102,98,102,11
2020-03-12,California,Sonoma County,Fast Food Restaurants,102,100,102,12
2020-03-12,California,Sonoma County,Convenience Store,110,110,110,13
2020-03-12,California,Sonoma County,Hardware Stores,107,166,102,14
2020-03-12,California,Sonoma County,Fitness Center,80,77,81,15
2020-03-12,California,Sonoma County,Colleges & Universities,67,107,66,16
2020-03-12,California,Sonoma County,Big Box Stores,92,80,92,17
2020-03-12,California,Sonoma County,Sports,112,75,116,18
2020-03-13,California,Sonoma County,Food,89,76,90,1
2020-03-13,California,Sonoma County,Shops & Services,104,92,104,2
2020-03-13,California,Sonoma County,Outdoors & Recreation,102,92,102,3
2020-03-13,California,Sonoma County,Grocery,123,117,124,4
2020-03-13,California,Sonoma County,Professional & Other Places,91,64,93,5
2020-03-13,California,Sonoma County,Nightlife Spots,90,80,91,6
2020-03-13,California,Sonoma County,Medical,100,122,98,7
2020-03-13,California,Sonoma County,Gas Stations,92,88,92,8
2020-03-13,California,Sonoma County,School,84,103,84,9
2020-03-13,California,Sonoma County,Fast Food Restaurants,90,57,92,10
2020-03-13,California,Sonoma County,Hotel,89,64,90,11
2020-03-13,California,Sonoma County,Arts & Entertainment,73,57,74,12
2020-03-13,California,Sonoma County,Big Box Stores,137,145,137,13
2020-03-13,California,Sonoma County,Hardware Stores,123,120,124,14
2020-03-13,California,Sonoma County,Drug Store,122,145,121,15
2020-03-13,California,Sonoma County,Fitness Center,89,117,88,16
2020-03-13,California,Sonoma County,Sports,126,116,127,17
2020-03-13,California,Sonoma County,Convenience Store,79,51,80,18
2020-03-14,California,Sonoma County,Food,73,66,74,1
2020-03-14,California,Sonoma County,Shops & Services,84,69,85,2
2020-03-14,California,Sonoma County,Outdoors & Recreation,76,66,76,3
2020-03-14,California,Sonoma County,Grocery,108,104,109,4
2020-03-14,California,Sonoma County,Professional & Other Places,61,56,62,5
2020-03-14,California,Sonoma County,Nightlife Spots,73,58,74,6
2020-03-14,California,Sonoma County,Gas Stations,88,72,88,7
2020-03-14,California,Sonoma County,Big Box Stores,120,112,120,8
2020-03-14,California,Sonoma County,Arts & Entertainment,56,49,56,9
2020-03-14,California,Sonoma County,Hotel,67,54,68,10
2020-03-14,California,Sonoma County,Fast Food Restaurants,81,70,81,11
2020-03-14,California,Sonoma County,Hardware Stores,97,73,99,12
2020-03-14,California,Sonoma County,Medical,96,67,98,13
2020-03-14,California,Sonoma County,Drug Store,127,136,127,14
2020-03-14,California,Sonoma County,School,88,108,87,15
2020-03-14,California,Sonoma County,Convenience Store,77,64,78,16
2020-03-15,California,Sonoma County,Food,74,58,75,1
2020-03-15,California,Sonoma County,Shops & Services,81,58,82,2
2020-03-15,California,Sonoma County,Outdoors & Recreation,77,72,77,3
2020-03-15,California,Sonoma County,Grocery,107,84,108,4
2020-03-15,California,Sonoma County,Professional & Other Places,61,53,61,5
2020-03-15,California,Sonoma County,Nightlife Spots,71,57,72,6
2020-03-15,California,Sonoma County,Gas Stations,81,62,82,7
2020-03-15,California,Sonoma County,Big Box Stores,119,116,119,8
2020-03-15,California,Sonoma County,Arts & Entertainment,54,30,55,9
2020-03-15,California,Sonoma County,Fast Food Restaurants,80,63,80,10
2020-03-15,California,Sonoma County,Hotel,61,50,61,11
2020-03-16,California,Sonoma County,Shops & Services,90,85,90,1
2020-03-16,California,Sonoma County,Food,74,65,75,2
2020-03-16,California,Sonoma County,Outdoors & Recreation,89,85,89,3
2020-03-16,California,Sonoma County,Grocery,128,101,130,4
2020-03-16,California,Sonoma County,Professional & Other Places,83,61,84,5
2020-03-16,California,Sonoma County,Gas Stations,101,84,102,6
2020-03-16,California,Sonoma County,Medical,79,74,80,7
2020-03-16,California,Sonoma County,Nightlife Spots,68,70,68,8
2020-03-16,California,Sonoma County,Fast Food Restaurants,86,75,86,9
2020-03-16,California,Sonoma County,Big Box Stores,128,126,128,10
2020-03-16,California,Sonoma County,Hardware Stores,101,84,102,11
2020-03-16,California,Sonoma County,Arts & Entertainment,65,57,65,12
2020-03-16,California,Sonoma County,Hotel,66,74,65,13
2020-03-16,California,Sonoma County,Drug Store,131,95,133,14
2020-03-16,California,Sonoma County,School,53,63,53,15
2020-03-16,California,Sonoma County,Fitness Center,65,48,66,16
2020-03-17,California,Sonoma County,Shops & Services,80,78,80,1
2020-03-17,California,Sonoma County,Food,64,55,65,2
2020-03-17,California,Sonoma County,Grocery,134,120,135,3
2020-03-17,California,Sonoma County,Outdoors & Recreation,79,74,80,4
2020-03-17,California,Sonoma County,Professional & Other Places,70,60,71,5
2020-03-17,California,Sonoma County,Medical,69,48,71,6
2020-03-17,California,Sonoma County,Gas Stations,77,87,77,7
2020-03-17,California,Sonoma County,Nightlife Spots,65,60,66,8
2020-03-17,California,Sonoma County,Hardware Stores,115,72,119,9
2020-03-17,California,Sonoma County,Fast Food Restaurants,73,66,73,10
2020-03-17,California,Sonoma County,Drug Store,154,152,154,11
2020-03-17,California,Sonoma County,School,49,73,48,12
2020-03-17,California,Sonoma County,Big Box Stores,105,96,106,13
2020-03-17,California,Sonoma County,Convenience Store,91,47,93,14
2020-03-17,California,Sonoma County,Hotel,50,54,50,15
2020-03-17,California,Sonoma County,Arts & Entertainment,48,42,48,16
2020-03-18,California,Sonoma County,Shops & Services,54,43,55,1
2020-03-18,California,Sonoma County,Food,42,34,43,2
2020-03-18,California,Sonoma County,Outdoors & Recreation,69,67,69,3
2020-03-18,California,Sonoma County,Grocery,74,60,75,4
2020-03-18,California,Sonoma County,Professional & Other Places,59,40,60,5
2020-03-18,California,Sonoma County,Gas Stations,64,57,65,6
2020-03-18,California,Sonoma County,Medical,50,40,51,7
2020-03-18,California,Sonoma County,Nightlife Spots,46,53,45,8
2020-03-18,California,Sonoma County,Fast Food Restaurants,57,38,58,9
2020-03-18,California,Sonoma County,Hardware Stores,79,46,82,10
2020-03-18,California,Sonoma County,Big Box Stores,84,74,85,11
2020-03-18,California,Sonoma County,Hotel,49,27,50,12
2020-03-18,California,Sonoma County,School,35,63,34,13
2020-03-19,California,Sonoma County,Outdoors & Recreation,73,56,75,1
2020-03-19,California,Sonoma County,Food,42,30,43,2
2020-03-19,California,Sonoma County,Shops & Services,48,37,49,3
2020-03-19,California,Sonoma County,Grocery,77,64,78,4
2020-03-19,California,Sonoma County,Professional & Other Places,57,52,58,5
2020-03-19,California,Sonoma County,Gas Stations,66,61,66,6
2020-03-19,California,Sonoma County,Medical,46,36,47,7
2020-03-19,California,Sonoma County,Nightlife Spots,37,40,37,8
2020-03-19,California,Sonoma County,Hardware Stores,91,52,94,9
2020-03-19,California,Sonoma County,School,37,47,37,10
2020-03-19,California,Sonoma County,Fast Food Restaurants,50,53,50,11
2020-03-20,California,Sonoma County,Food,43,42,43,1
2020-03-20,California,Sonoma County,Outdoors & Recreation,78,73,78,2
2020-03-20,California,Sonoma County,Shops & Services,49,53,49,3
2020-03-20,California,Sonoma County,Grocery,83,78,83,4
2020-03-20,California,Sonoma County,Professional & Other Places,49,45,49,5
2020-03-20,California,Sonoma County,Gas Stations,59,59,59,6
2020-03-20,California,Sonoma County,Medical,51,52,51,7
2020-03-20,California,Sonoma County,Nightlife Spots,38,45,37,8
2020-03-20,California,Sonoma County,Fast Food Restaurants,62,71,61,9
2020-03-20,California,Sonoma County,Hardware Stores,85,84,85,10
2020-03-21,California,Sonoma County,Outdoors & Recreation,71,54,72,1
2020-03-21,California,Sonoma County,Food,33,28,34,2
2020-03-21,California,Sonoma County,Shops & Services,40,36,40,3
2020-03-21,California,Sonoma County,Grocery,69,51,70,4
2020-03-21,California,Sonoma County,Professional & Other Places,30,35,29,5
2020-03-21,California,Sonoma County,Gas Stations,59,45,60,6
2020-03-21,California,Sonoma County,Fast Food Restaurants,50,36,51,7
2020-03-21,California,Sonoma County,Hardware Stores,69,58,70,8
2020-03-21,California,Sonoma County,Big Box Stores,57,39,57,9
2020-03-22,California,Sonoma County,Outdoors & Recreation,59,57,59,1
2020-03-22,California,Sonoma County,Food,30,22,30,2
2020-03-22,California,Sonoma County,Grocery,61,52,61,3
2020-03-22,California,Sonoma County,Shops & Services,35,27,36,4
2020-03-22,California,Sonoma County,Gas Stations,56,73,55,5
2020-03-22,California,Sonoma County,Professional & Other Places,28,35,27,6
2020-03-23,California,Sonoma County,Food,36,34,36,1
2020-03-23,California,Sonoma County,Shops & Services,43,40,43,1
2020-03-23,California,Sonoma County,Outdoors & Recreation,57,53,57,2
2020-03-23,California,Sonoma County,Grocery,68,73,68,3
2020-03-23,California,Sonoma County,Professional & Other Places,45,42,46,4
2020-03-23,California,Sonoma County,Gas Stations,58,57,58,5
2020-03-23,California,Sonoma County,Medical,43,37,43,6
2020-03-23,California,Sonoma County,Fast Food Restaurants,57,45,58,7
2020-03-01,California,Stanislaus County,Food,106,93,106,1
2020-03-01,California,Stanislaus County,Shops & Services,118,115,118,2
2020-03-01,California,Stanislaus County,Grocery,96,102,95,3
2020-03-01,California,Stanislaus County,Fast Food Restaurants,100,87,100,4
2020-03-01,California,Stanislaus County,Outdoors & Recreation,95,140,94,5
2020-03-01,California,Stanislaus County,Big Box Stores,104,114,103,6
2020-03-01,California,Stanislaus County,Gas Stations,101,132,100,7
2020-03-01,California,Stanislaus County,Spiritual Center,95,79,96,8
2020-03-01,California,Stanislaus County,Nightlife Spots,90,123,89,9
2020-03-01,California,Stanislaus County,School,98,64,99,10
2020-03-01,California,Stanislaus County,Medical,106,78,107,11
2020-03-01,California,Stanislaus County,Convenience Store,106,100,106,11
2020-03-01,California,Stanislaus County,Professional & Other Places,95,92,96,12
2020-03-01,California,Stanislaus County,Hardware Stores,126,134,125,13
2020-03-01,California,Stanislaus County,Arts & Entertainment,101,87,101,14
2020-03-01,California,Stanislaus County,Drug Store,97,94,98,15
2020-03-01,California,Stanislaus County,Discount Stores,114,91,115,16
2020-03-01,California,Stanislaus County,Sports,94,116,93,17
2020-03-01,California,Stanislaus County,Fitness Center,121,143,120,18
2020-03-01,California,Stanislaus County,Hotel,104,60,105,19
2020-03-02,California,Stanislaus County,Food,108,100,108,1
2020-03-02,California,Stanislaus County,Shops & Services,96,102,96,2
2020-03-02,California,Stanislaus County,Grocery,103,104,103,3
2020-03-02,California,Stanislaus County,Fast Food Restaurants,100,85,101,4
2020-03-02,California,Stanislaus County,School,116,113,116,5
2020-03-02,California,Stanislaus County,Outdoors & Recreation,111,103,111,6
2020-03-02,California,Stanislaus County,Medical,98,85,99,7
2020-03-02,California,Stanislaus County,Professional & Other Places,115,94,116,8
2020-03-02,California,Stanislaus County,Gas Stations,104,91,105,9
2020-03-02,California,Stanislaus County,Big Box Stores,108,102,108,10
2020-03-02,California,Stanislaus County,Colleges & Universities,111,106,111,11
2020-03-02,California,Stanislaus County,Nightlife Spots,97,90,97,12
2020-03-02,California,Stanislaus County,Convenience Store,109,87,110,13
2020-03-02,California,Stanislaus County,Drug Store,112,93,113,14
2020-03-02,California,Stanislaus County,Fitness Center,105,87,105,15
2020-03-02,California,Stanislaus County,Arts & Entertainment,104,104,104,16
2020-03-02,California,Stanislaus County,Government,116,155,115,17
2020-03-02,California,Stanislaus County,Hardware Stores,113,128,112,18
2020-03-02,California,Stanislaus County,Spiritual Center,110,85,111,19
2020-03-02,California,Stanislaus County,Discount Stores,103,106,103,20
2020-03-02,California,Stanislaus County,Banks,133,150,132,21
2020-03-02,California,Stanislaus County,Hotel,126,104,127,22
2020-03-02,California,Stanislaus County,Office,120,133,120,23
2020-03-02,California,Stanislaus County,Sports,95,113,94,24
2020-03-02,California,Stanislaus County,Travel & Transport,84,61,85,25
2020-03-03,California,Stanislaus County,Food,110,106,110,1
2020-03-03,California,Stanislaus County,Shops & Services,104,96,104,2
2020-03-03,California,Stanislaus County,Grocery,98,99,98,3
2020-03-03,California,Stanislaus County,School,107,95,108,4
2020-03-03,California,Stanislaus County,Fast Food Restaurants,110,109,110,5
2020-03-03,California,Stanislaus County,Outdoors & Recreation,101,85,102,6
2020-03-03,California,Stanislaus County,Medical,91,104,90,7
2020-03-03,California,Stanislaus County,Professional & Other Places,109,111,109,8
2020-03-03,California,Stanislaus County,Big Box Stores,130,142,130,9
2020-03-03,California,Stanislaus County,Gas Stations,104,79,104,10
2020-03-03,California,Stanislaus County,Nightlife Spots,106,108,106,11
2020-03-03,California,Stanislaus County,Colleges & Universities,100,76,100,12
2020-03-03,California,Stanislaus County,Convenience Store,107,99,107,13
2020-03-03,California,Stanislaus County,Drug Store,109,97,110,14
2020-03-03,California,Stanislaus County,Arts & Entertainment,100,86,100,15
