date,state,county,category,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-02,California,Kern County,School,129,114,129,4
2020-03-02,California,Kern County,Fast Food Restaurants,103,90,104,5
2020-03-02,California,Kern County,Outdoors & Recreation,99,94,99,6
2020-03-02,California,Kern County,Grocery,98,104,98,7
2020-03-02,California,Kern County,Professional & Other Places,109,92,109,8
2020-03-02,California,Kern County,Medical,101,109,101,9
2020-03-02,California,Kern County,Big Box Stores,102,101,102,10
2020-03-02,California,Kern County,Colleges & Universities,115,104,115,11
2020-03-02,California,Kern County,Government,128,103,129,12
2020-03-02,California,Kern County,Arts & Entertainment,131,151,131,13
2020-03-02,California,Kern County,Convenience Store,90,100,90,14
2020-03-02,California,Kern County,Spiritual Center,115,105,115,15
2020-03-02,California,Kern County,Travel & Transport,88,77,89,16
2020-03-02,California,Kern County,Hotel,109,93,109,17
2020-03-02,California,Kern County,Drug Store,110,148,109,18
2020-03-02,California,Kern County,Nightlife Spots,103,122,103,19
2020-03-02,California,Kern County,Office,102,143,101,20
2020-03-02,California,Kern County,Fitness Center,98,102,97,21
2020-03-02,California,Kern County,Discount Stores,107,100,107,21
2020-03-02,California,Kern County,Banks,133,158,133,22
2020-03-02,California,Kern County,Hardware Stores,99,81,99,23
2020-03-02,California,Kern County,Sports,98,77,99,24
2020-03-02,California,Kern County,Residences,103,88,104,25
2020-03-03,California,Kern County,Food,107,100,107,1
2020-03-03,California,Kern County,Shops & Services,105,107,105,2
2020-03-03,California,Kern County,School,104,105,104,3
2020-03-03,California,Kern County,Gas Stations,97,95,97,4
2020-03-03,California,Kern County,Fast Food Restaurants,109,114,109,5
2020-03-03,California,Kern County,Outdoors & Recreation,105,108,105,6
2020-03-03,California,Kern County,Grocery,102,89,102,7
2020-03-03,California,Kern County,Professional & Other Places,99,97,99,8
2020-03-03,California,Kern County,Medical,98,126,97,9
2020-03-03,California,Kern County,Colleges & Universities,97,121,97,10
2020-03-03,California,Kern County,Big Box Stores,100,78,101,11
2020-03-03,California,Kern County,Spiritual Center,125,126,125,12
2020-03-03,California,Kern County,Government,111,124,111,13
2020-03-03,California,Kern County,Convenience Store,91,84,91,14
2020-03-03,California,Kern County,Arts & Entertainment,111,161,110,15
2020-03-03,California,Kern County,Drug Store,101,106,101,16
2020-03-03,California,Kern County,Hotel,102,98,102,17
2020-03-03,California,Kern County,Nightlife Spots,102,90,102,18
2020-03-03,California,Kern County,Fitness Center,102,87,102,19
2020-03-03,California,Kern County,Office,106,92,107,20
2020-03-03,California,Kern County,Travel & Transport,84,88,83,21
2020-03-03,California,Kern County,Discount Stores,97,78,98,22
2020-03-03,California,Kern County,Hardware Stores,107,105,107,23
2020-03-03,California,Kern County,Banks,113,119,113,24
2020-03-03,California,Kern County,Sports,124,142,123,25
2020-03-03,California,Kern County,Alcohol,110,126,110,26
2020-03-03,California,Kern County,Residences,105,133,104,27
2020-03-04,California,Kern County,Food,100,96,100,1
2020-03-04,California,Kern County,Shops & Services,94,88,94,2
2020-03-04,California,Kern County,School,93,92,93,3
2020-03-04,California,Kern County,Gas Stations,95,94,95,4
2020-03-04,California,Kern County,Outdoors & Recreation,103,120,103,5
2020-03-04,California,Kern County,Fast Food Restaurants,97,96,97,6
2020-03-04,California,Kern County,Grocery,100,86,101,7
2020-03-04,California,Kern County,Professional & Other Places,96,85,96,8
2020-03-04,California,Kern County,Medical,94,83,94,9
2020-03-04,California,Kern County,Big Box Stores,102,97,102,10
2020-03-04,California,Kern County,Colleges & Universities,88,86,88,11
2020-03-04,California,Kern County,Spiritual Center,103,86,103,12
2020-03-04,California,Kern County,Government,102,72,103,13
2020-03-04,California,Kern County,Convenience Store,88,107,87,14
2020-03-04,California,Kern County,Arts & Entertainment,103,138,102,15
2020-03-04,California,Kern County,Hotel,96,125,95,16
2020-03-04,California,Kern County,Nightlife Spots,96,109,95,17
2020-03-04,California,Kern County,Drug Store,96,71,97,18
2020-03-04,California,Kern County,Travel & Transport,87,97,87,18
2020-03-04,California,Kern County,Fitness Center,101,78,101,19
2020-03-04,California,Kern County,Discount Stores,99,109,99,20
2020-03-04,California,Kern County,Office,92,123,91,21
2020-03-04,California,Kern County,Hardware Stores,102,112,101,22
2020-03-04,California,Kern County,Banks,115,108,115,23
2020-03-04,California,Kern County,Residences,125,119,125,24
2020-03-04,California,Kern County,Sports,91,78,92,25
2020-03-05,California,Kern County,Food,98,88,99,1
2020-03-05,California,Kern County,Shops & Services,97,97,97,2
2020-03-05,California,Kern County,School,100,86,101,3
2020-03-05,California,Kern County,Gas Stations,103,91,103,4
2020-03-05,California,Kern County,Fast Food Restaurants,97,109,96,5
2020-03-05,California,Kern County,Outdoors & Recreation,94,99,94,6
2020-03-05,California,Kern County,Grocery,95,102,94,7
2020-03-05,California,Kern County,Professional & Other Places,100,90,100,8
2020-03-05,California,Kern County,Medical,90,98,89,9
2020-03-05,California,Kern County,Big Box Stores,92,80,92,10
2020-03-05,California,Kern County,Colleges & Universities,83,104,83,11
2020-03-05,California,Kern County,Convenience Store,96,93,96,12
2020-03-05,California,Kern County,Spiritual Center,113,88,114,13
2020-03-05,California,Kern County,Government,98,97,98,14
2020-03-05,California,Kern County,Arts & Entertainment,97,87,98,15
2020-03-05,California,Kern County,Hotel,100,72,101,16
2020-03-05,California,Kern County,Nightlife Spots,97,95,98,17
2020-03-05,California,Kern County,Drug Store,96,87,96,18
2020-03-05,California,Kern County,Discount Stores,92,128,92,19
2020-03-05,California,Kern County,Travel & Transport,75,88,74,20
2020-03-05,California,Kern County,Office,96,77,97,21
2020-03-05,California,Kern County,Banks,118,118,118,22
2020-03-05,California,Kern County,Fitness Center,97,108,97,23
2020-03-05,California,Kern County,Hardware Stores,94,99,94,24
2020-03-05,California,Kern County,Sports,93,96,93,25
2020-03-05,California,Kern County,Residences,115,115,115,26
2020-03-05,California,Kern County,Alcohol,89,96,89,27
2020-03-06,California,Kern County,Food,95,88,95,1
2020-03-06,California,Kern County,Shops & Services,95,83,95,2
2020-03-06,California,Kern County,Gas Stations,92,100,92,3
2020-03-06,California,Kern County,School,96,87,96,4
2020-03-06,California,Kern County,Fast Food Restaurants,92,83,92,5
2020-03-06,California,Kern County,Outdoors & Recreation,92,79,93,6
2020-03-06,California,Kern County,Grocery,95,108,94,7
2020-03-06,California,Kern County,Professional & Other Places,96,91,97,8
2020-03-06,California,Kern County,Medical,95,101,94,9
2020-03-06,California,Kern County,Big Box Stores,101,80,101,10
2020-03-06,California,Kern County,Convenience Store,92,94,92,11
2020-03-06,California,Kern County,Arts & Entertainment,94,121,94,12
2020-03-06,California,Kern County,Spiritual Center,103,78,103,13
2020-03-06,California,Kern County,Nightlife Spots,87,78,88,14
2020-03-06,California,Kern County,Hotel,94,104,94,15
2020-03-06,California,Kern County,Travel & Transport,82,109,81,16
2020-03-06,California,Kern County,Colleges & Universities,98,91,98,16
2020-03-06,California,Kern County,Drug Store,90,89,90,17
2020-03-06,California,Kern County,Government,86,93,86,18
2020-03-06,California,Kern County,Discount Stores,92,126,91,19
2020-03-06,California,Kern County,Banks,108,100,108,20
2020-03-06,California,Kern County,Office,104,89,104,21
2020-03-06,California,Kern County,Hardware Stores,101,108,101,22
2020-03-06,California,Kern County,Fitness Center,103,86,104,23
2020-03-06,California,Kern County,Sports,115,156,113,24
2020-03-06,California,Kern County,Residences,111,87,112,25
2020-03-06,California,Kern County,Alcohol,104,141,103,26
2020-03-07,California,Kern County,Food,95,85,95,1
2020-03-07,California,Kern County,Shops & Services,96,89,96,2
2020-03-07,California,Kern County,Outdoors & Recreation,94,83,95,3
2020-03-07,California,Kern County,Grocery,95,124,94,4
2020-03-07,California,Kern County,Gas Stations,94,89,94,5
2020-03-07,California,Kern County,Fast Food Restaurants,98,74,99,6
2020-03-07,California,Kern County,School,104,83,104,7
2020-03-07,California,Kern County,Big Box Stores,102,83,102,8
2020-03-07,California,Kern County,Arts & Entertainment,128,114,128,9
2020-03-07,California,Kern County,Professional & Other Places,96,82,96,10
2020-03-07,California,Kern County,Spiritual Center,94,99,94,11
2020-03-07,California,Kern County,Convenience Store,81,97,81,12
2020-03-07,California,Kern County,Nightlife Spots,81,62,81,13
2020-03-07,California,Kern County,Discount Stores,110,124,110,14
2020-03-07,California,Kern County,Medical,99,101,99,15
2020-03-07,California,Kern County,Drug Store,97,74,97,16
2020-03-07,California,Kern County,Hardware Stores,90,71,91,17
2020-03-07,California,Kern County,Travel & Transport,82,58,83,18
2020-03-07,California,Kern County,Hotel,79,60,79,19
2020-03-07,California,Kern County,Colleges & Universities,113,91,114,20
2020-03-07,California,Kern County,Sports,113,75,116,21
2020-03-07,California,Kern County,Fitness Center,77,78,76,22
2020-03-07,California,Kern County,Banks,76,66,77,23
2020-03-07,California,Kern County,Office,95,95,95,24
2020-03-07,California,Kern County,Government,87,87,87,25
2020-03-08,California,Kern County,Food,100,97,101,1
2020-03-08,California,Kern County,Shops & Services,108,88,108,2
2020-03-08,California,Kern County,Grocery,101,89,101,3
2020-03-08,California,Kern County,Outdoors & Recreation,99,73,100,4
2020-03-08,California,Kern County,Gas Stations,92,67,93,5
2020-03-08,California,Kern County,Fast Food Restaurants,99,94,100,6
2020-03-08,California,Kern County,Big Box Stores,99,84,100,7
2020-03-08,California,Kern County,Spiritual Center,89,98,89,8
2020-03-08,California,Kern County,School,89,65,89,9
2020-03-08,California,Kern County,Professional & Other Places,97,89,97,10
2020-03-08,California,Kern County,Convenience Store,97,106,97,11
2020-03-08,California,Kern County,Arts & Entertainment,107,130,106,12
2020-03-08,California,Kern County,Drug Store,115,113,115,13
2020-03-08,California,Kern County,Discount Stores,105,65,106,14
2020-03-08,California,Kern County,Medical,87,129,86,15
2020-03-08,California,Kern County,Nightlife Spots,80,96,80,16
2020-03-08,California,Kern County,Hardware Stores,105,79,106,16
2020-03-08,California,Kern County,Travel & Transport,75,69,76,17
2020-03-08,California,Kern County,Hotel,85,110,84,18
2020-03-08,California,Kern County,Sports,128,99,130,19
2020-03-08,California,Kern County,Fitness Center,94,68,94,20
2020-03-08,California,Kern County,Colleges & Universities,93,44,95,21
2020-03-08,California,Kern County,Banks,113,119,113,22
2020-03-09,California,Kern County,Food,96,98,96,1
2020-03-09,California,Kern County,Shops & Services,95,86,96,2
2020-03-09,California,Kern County,Gas Stations,97,98,96,3
2020-03-09,California,Kern County,Outdoors & Recreation,107,98,107,4
2020-03-09,California,Kern County,School,121,106,121,5
2020-03-09,California,Kern County,Grocery,103,115,102,6
2020-03-09,California,Kern County,Fast Food Restaurants,98,93,98,7
2020-03-09,California,Kern County,Professional & Other Places,98,88,98,8
2020-03-09,California,Kern County,Medical,99,96,99,9
2020-03-09,California,Kern County,Big Box Stores,98,88,98,10
2020-03-09,California,Kern County,Colleges & Universities,107,84,107,11
2020-03-09,California,Kern County,Convenience Store,90,88,90,12
2020-03-09,California,Kern County,Government,111,113,111,13
2020-03-09,California,Kern County,Arts & Entertainment,109,128,109,14
2020-03-09,California,Kern County,Travel & Transport,85,113,84,15
2020-03-09,California,Kern County,Spiritual Center,107,93,107,16
2020-03-09,California,Kern County,Hotel,100,97,100,17
2020-03-09,California,Kern County,Nightlife Spots,101,97,101,18
2020-03-09,California,Kern County,Discount Stores,110,108,110,19
2020-03-09,California,Kern County,Drug Store,92,118,91,20
2020-03-09,California,Kern County,Fitness Center,98,92,98,21
2020-03-09,California,Kern County,Office,99,124,98,22
2020-03-09,California,Kern County,Hardware Stores,101,121,100,23
2020-03-09,California,Kern County,Banks,115,137,114,24
2020-03-09,California,Kern County,Sports,107,92,107,25
2020-03-09,California,Kern County,Residences,113,111,113,26
2020-03-10,California,Kern County,Food,97,95,97,1
2020-03-10,California,Kern County,Shops & Services,91,89,91,2
2020-03-10,California,Kern County,School,86,70,86,3
2020-03-10,California,Kern County,Gas Stations,88,78,89,4
2020-03-10,California,Kern County,Grocery,99,88,100,5
2020-03-10,California,Kern County,Outdoors & Recreation,93,90,94,6
2020-03-10,California,Kern County,Fast Food Restaurants,88,80,88,7
2020-03-10,California,Kern County,Professional & Other Places,92,84,92,8
2020-03-10,California,Kern County,Medical,94,99,94,9
2020-03-10,California,Kern County,Big Box Stores,99,87,99,10
2020-03-10,California,Kern County,Colleges & Universities,80,81,80,11
2020-03-10,California,Kern County,Convenience Store,82,109,82,12
2020-03-10,California,Kern County,Spiritual Center,91,90,91,13
2020-03-10,California,Kern County,Arts & Entertainment,97,107,97,14
2020-03-10,California,Kern County,Government,85,113,85,15
2020-03-10,California,Kern County,Travel & Transport,89,76,89,16
2020-03-10,California,Kern County,Hotel,96,97,96,17
2020-03-10,California,Kern County,Discount Stores,105,91,105,18
2020-03-10,California,Kern County,Drug Store,92,83,93,19
2020-03-10,California,Kern County,Nightlife Spots,94,103,94,20
2020-03-10,California,Kern County,Hardware Stores,97,75,98,21
2020-03-10,California,Kern County,Office,87,104,86,22
2020-03-10,California,Kern County,Fitness Center,73,60,74,23
2020-03-10,California,Kern County,Banks,82,103,82,24
2020-03-10,California,Kern County,Sports,94,100,93,25
2020-03-10,California,Kern County,Residences,99,122,99,26
2020-03-11,California,Kern County,Food,104,93,105,1
2020-03-11,California,Kern County,Shops & Services,95,89,95,2
2020-03-11,California,Kern County,Grocery,116,109,116,3
2020-03-11,California,Kern County,School,92,88,92,4
2020-03-11,California,Kern County,Gas Stations,90,94,89,5
2020-03-11,California,Kern County,Outdoors & Recreation,100,91,100,6
2020-03-11,California,Kern County,Fast Food Restaurants,91,75,91,7
2020-03-11,California,Kern County,Professional & Other Places,91,79,92,8
2020-03-11,California,Kern County,Medical,92,77,93,9
2020-03-11,California,Kern County,Big Box Stores,99,81,100,10
2020-03-11,California,Kern County,Colleges & Universities,82,69,82,11
2020-03-11,California,Kern County,Convenience Store,91,92,91,12
2020-03-11,California,Kern County,Spiritual Center,87,83,87,13
2020-03-11,California,Kern County,Drug Store,111,76,112,14
2020-03-11,California,Kern County,Arts & Entertainment,97,96,97,15
2020-03-11,California,Kern County,Government,84,83,85,16
2020-03-11,California,Kern County,Hotel,97,123,96,17
2020-03-11,California,Kern County,Nightlife Spots,95,105,95,18
2020-03-11,California,Kern County,Discount Stores,107,90,107,19
2020-03-11,California,Kern County,Travel & Transport,84,79,85,20
2020-03-11,California,Kern County,Fitness Center,98,85,99,21
2020-03-11,California,Kern County,Hardware Stores,96,71,98,22
2020-03-11,California,Kern County,Office,78,75,78,23
2020-03-11,California,Kern County,Banks,87,88,87,24
2020-03-11,California,Kern County,Sports,95,76,96,25
2020-03-11,California,Kern County,Residences,106,71,107,26
2020-03-12,California,Kern County,Food,95,86,95,1
2020-03-12,California,Kern County,Shops & Services,95,92,95,2
2020-03-12,California,Kern County,Grocery,129,106,129,3
2020-03-12,California,Kern County,Gas Stations,94,107,93,4
2020-03-12,California,Kern County,School,87,90,87,5
2020-03-12,California,Kern County,Outdoors & Recreation,98,91,99,6
2020-03-12,California,Kern County,Fast Food Restaurants,89,78,90,7
2020-03-12,California,Kern County,Professional & Other Places,92,90,92,8
2020-03-12,California,Kern County,Medical,94,106,93,9
2020-03-12,California,Kern County,Big Box Stores,105,78,105,10
2020-03-12,California,Kern County,Colleges & Universities,89,89,89,11
2020-03-12,California,Kern County,Convenience Store,95,76,95,12
2020-03-12,California,Kern County,Travel & Transport,92,76,93,13
2020-03-12,California,Kern County,Discount Stores,108,124,108,14
2020-03-12,California,Kern County,Arts & Entertainment,90,76,90,15
2020-03-12,California,Kern County,Drug Store,96,99,96,16
2020-03-12,California,Kern County,Spiritual Center,94,77,94,17
2020-03-12,California,Kern County,Government,83,81,83,18
2020-03-12,California,Kern County,Hotel,89,82,89,19
2020-03-12,California,Kern County,Nightlife Spots,87,74,87,20
2020-03-12,California,Kern County,Fitness Center,100,91,100,21
2020-03-12,California,Kern County,Hardware Stores,99,92,99,22
2020-03-12,California,Kern County,Office,79,62,80,23
2020-03-12,California,Kern County,Banks,88,82,88,24
2020-03-12,California,Kern County,Sports,87,74,88,25
2020-03-12,California,Kern County,Residences,90,128,89,26
2020-03-13,California,Kern County,Food,99,91,99,1
2020-03-13,California,Kern County,Shops & Services,102,78,102,2
2020-03-13,California,Kern County,Grocery,150,151,150,3
2020-03-13,California,Kern County,Gas Stations,101,95,102,4
2020-03-13,California,Kern County,Outdoors & Recreation,105,86,105,5
2020-03-13,California,Kern County,Fast Food Restaurants,97,86,97,6
2020-03-13,California,Kern County,School,93,75,93,7
2020-03-13,California,Kern County,Professional & Other Places,94,79,94,8
2020-03-13,California,Kern County,Big Box Stores,122,111,122,9
2020-03-13,California,Kern County,Medical,97,86,98,10
2020-03-13,California,Kern County,Convenience Store,91,107,91,11
2020-03-13,California,Kern County,Discount Stores,134,141,133,12
2020-03-13,California,Kern County,Drug Store,119,139,118,12
2020-03-13,California,Kern County,Nightlife Spots,94,78,94,13
2020-03-13,California,Kern County,Travel & Transport,96,72,96,14
2020-03-13,California,Kern County,Arts & Entertainment,82,85,82,15
2020-03-13,California,Kern County,Spiritual Center,102,78,103,16
2020-03-13,California,Kern County,Government,97,99,97,17
2020-03-13,California,Kern County,Hotel,84,70,85,18
2020-03-13,California,Kern County,Hardware Stores,121,113,122,19
2020-03-13,California,Kern County,Colleges & Universities,94,65,95,20
2020-03-13,California,Kern County,Banks,95,95,95,21
2020-03-13,California,Kern County,Fitness Center,97,73,97,22
2020-03-13,California,Kern County,Office,87,76,88,23
2020-03-13,California,Kern County,Sports,99,99,100,24
2020-03-13,California,Kern County,Residences,113,98,113,25
2020-03-13,California,Kern County,Alcohol,94,51,95,26
2020-03-14,California,Kern County,Food,92,75,93,1
2020-03-14,California,Kern County,Shops & Services,87,74,88,2
2020-03-14,California,Kern County,Grocery,129,126,129,3
2020-03-14,California,Kern County,Outdoors & Recreation,99,80,100,4
2020-03-14,California,Kern County,Gas Stations,101,87,101,5
2020-03-14,California,Kern County,Fast Food Restaurants,94,84,94,6
2020-03-14,California,Kern County,Big Box Stores,100,98,100,7
2020-03-14,California,Kern County,School,80,73,80,8
2020-03-14,California,Kern County,Professional & Other Places,84,84,84,9
2020-03-14,California,Kern County,Discount Stores,127,113,128,10
2020-03-14,California,Kern County,Convenience Store,89,137,89,11
2020-03-14,California,Kern County,Nightlife Spots,90,83,91,12
2020-03-14,California,Kern County,Drug Store,112,85,113,13
2020-03-14,California,Kern County,Arts & Entertainment,79,60,79,14
2020-03-14,California,Kern County,Hardware Stores,108,66,110,15
2020-03-14,California,Kern County,Travel & Transport,100,95,100,16
2020-03-14,California,Kern County,Medical,99,97,99,17
2020-03-14,California,Kern County,Spiritual Center,81,87,81,18
2020-03-14,California,Kern County,Hotel,77,86,77,19
2020-03-14,California,Kern County,Fitness Center,115,114,115,20
2020-03-14,California,Kern County,Sports,110,66,113,21
2020-03-14,California,Kern County,Colleges & Universities,85,60,86,22
2020-03-14,California,Kern County,Banks,72,71,72,23
2020-03-14,California,Kern County,Office,87,65,88,24
2020-03-14,California,Kern County,Residences,104,52,105,24
2020-03-14,California,Kern County,Government,73,55,73,25
2020-03-15,California,Kern County,Food,92,79,92,1
2020-03-15,California,Kern County,Shops & Services,88,82,88,2
2020-03-15,California,Kern County,Grocery,125,124,125,3
2020-03-15,California,Kern County,Gas Stations,96,97,96,4
2020-03-15,California,Kern County,Outdoors & Recreation,98,84,98,5
2020-03-15,California,Kern County,Fast Food Restaurants,92,102,92,6
2020-03-15,California,Kern County,Big Box Stores,101,84,101,7
2020-03-15,California,Kern County,School,98,72,98,8
2020-03-15,California,Kern County,Spiritual Center,77,52,78,9
2020-03-15,California,Kern County,Discount Stores,147,162,146,10
2020-03-15,California,Kern County,Convenience Store,88,96,88,11
2020-03-15,California,Kern County,Hardware Stores,139,107,140,12
2020-03-15,California,Kern County,Professional & Other Places,74,87,74,13
2020-03-15,California,Kern County,Drug Store,116,97,117,14
2020-03-15,California,Kern County,Arts & Entertainment,86,103,86,15
2020-03-15,California,Kern County,Travel & Transport,84,71,85,16
2020-03-15,California,Kern County,Medical,90,106,90,17
2020-03-15,California,Kern County,Nightlife Spots,84,111,84,18
2020-03-15,California,Kern County,Hotel,86,85,86,19
2020-03-15,California,Kern County,Fitness Center,98,133,97,20
2020-03-15,California,Kern County,Sports,104,81,105,21
2020-03-15,California,Kern County,Colleges & Universities,93,47,95,22
2020-03-15,California,Kern County,Office,102,62,103,23
2020-03-16,California,Kern County,Food,92,79,92,1
2020-03-16,California,Kern County,Shops & Services,86,83,86,2
2020-03-16,California,Kern County,Grocery,153,141,154,3
2020-03-16,California,Kern County,Gas Stations,95,79,96,4
2020-03-16,California,Kern County,Outdoors & Recreation,95,89,95,5
2020-03-16,California,Kern County,School,108,95,108,6
2020-03-16,California,Kern County,Fast Food Restaurants,87,74,87,7
2020-03-16,California,Kern County,Professional & Other Places,93,73,94,8
2020-03-16,California,Kern County,Medical,90,69,91,9
2020-03-16,California,Kern County,Big Box Stores,107,102,107,10
2020-03-16,California,Kern County,Convenience Store,91,74,91,11
2020-03-16,California,Kern County,Colleges & Universities,83,98,82,12
2020-03-16,California,Kern County,Government,112,81,113,13
2020-03-16,California,Kern County,Drug Store,122,99,123,14
2020-03-16,California,Kern County,Discount Stores,141,120,141,15
2020-03-16,California,Kern County,Travel & Transport,80,89,80,16
2020-03-16,California,Kern County,Arts & Entertainment,99,87,99,17
2020-03-16,California,Kern County,Spiritual Center,92,85,93,18
2020-03-16,California,Kern County,Hotel,89,63,90,19
2020-03-16,California,Kern County,Nightlife Spots,87,98,87,20
2020-03-16,California,Kern County,Office,89,90,89,21
2020-03-16,California,Kern County,Hardware Stores,91,88,91,22
2020-03-16,California,Kern County,Banks,112,110,112,23
2020-03-16,California,Kern County,Fitness Center,77,87,77,24
2020-03-16,California,Kern County,Residences,110,146,109,25
2020-03-16,California,Kern County,Alcohol,111,93,111,26
2020-03-17,California,Kern County,Food,88,78,88,1
2020-03-17,California,Kern County,Shops & Services,86,76,86,2
2020-03-17,California,Kern County,Grocery,146,133,147,3
2020-03-17,California,Kern County,Gas Stations,91,92,91,4
2020-03-17,California,Kern County,School,75,69,75,5
2020-03-17,California,Kern County,Outdoors & Recreation,87,85,87,6
2020-03-17,California,Kern County,Fast Food Restaurants,83,78,83,7
2020-03-17,California,Kern County,Professional & Other Places,75,71,75,8
2020-03-17,California,Kern County,Medical,81,74,81,9
2020-03-17,California,Kern County,Big Box Stores,103,86,104,10
2020-03-17,California,Kern County,Drug Store,130,125,130,11
2020-03-17,California,Kern County,Convenience Store,84,85,83,12
2020-03-17,California,Kern County,Discount Stores,118,117,118,13
2020-03-17,California,Kern County,Government,87,81,87,14
2020-03-17,California,Kern County,Travel & Transport,94,98,94,14
2020-03-17,California,Kern County,Colleges & Universities,52,73,51,15
2020-03-17,California,Kern County,Hotel,86,84,86,16
2020-03-17,California,Kern County,Spiritual Center,73,44,74,16
2020-03-17,California,Kern County,Nightlife Spots,86,67,86,17
2020-03-17,California,Kern County,Arts & Entertainment,76,83,76,18
2020-03-17,California,Kern County,Hardware Stores,88,94,88,19
2020-03-17,California,Kern County,Office,74,76,74,20
2020-03-17,California,Kern County,Banks,88,87,88,21
2020-03-17,California,Kern County,Fitness Center,58,49,58,22
2020-03-17,California,Kern County,Residences,104,102,104,23
2020-03-17,California,Kern County,Sports,83,70,84,24
2020-03-18,California,Kern County,Food,75,65,75,1
2020-03-18,California,Kern County,Shops & Services,74,65,74,2
2020-03-18,California,Kern County,Grocery,129,113,130,3
2020-03-18,California,Kern County,Gas Stations,81,75,81,4
2020-03-18,California,Kern County,Outdoors & Recreation,87,71,87,5
2020-03-18,California,Kern County,Fast Food Restaurants,67,54,68,6
2020-03-18,California,Kern County,Professional & Other Places,75,72,75,7
2020-03-18,California,Kern County,Medical,75,65,76,8
2020-03-18,California,Kern County,School,43,51,43,9
2020-03-18,California,Kern County,Big Box Stores,99,101,99,10
2020-03-18,California,Kern County,Drug Store,106,72,107,11
2020-03-18,California,Kern County,Discount Stores,109,83,110,12
2020-03-18,California,Kern County,Convenience Store,70,68,70,13
2020-03-18,California,Kern County,Travel & Transport,81,79,81,14
2020-03-18,California,Kern County,Spiritual Center,59,41,60,15
2020-03-18,California,Kern County,Arts & Entertainment,72,75,71,16
2020-03-18,California,Kern County,Government,66,60,66,17
2020-03-18,California,Kern County,Nightlife Spots,74,59,75,18
2020-03-18,California,Kern County,Hardware Stores,100,89,101,19
2020-03-18,California,Kern County,Hotel,67,54,67,20
2020-03-18,California,Kern County,Office,75,95,75,21
2020-03-18,California,Kern County,Colleges & Universities,29,32,29,22
2020-03-18,California,Kern County,Banks,72,77,71,23
2020-03-18,California,Kern County,Fitness Center,44,54,43,24
2020-03-18,California,Kern County,Sports,75,70,75,25
2020-03-18,California,Kern County,Alcohol,97,117,97,26
2020-03-19,California,Kern County,Food,62,54,63,1
2020-03-19,California,Kern County,Shops & Services,61,59,61,2
2020-03-19,California,Kern County,Grocery,108,120,107,3
2020-03-19,California,Kern County,Gas Stations,77,80,77,4
2020-03-19,California,Kern County,Outdoors & Recreation,83,80,83,5
2020-03-19,California,Kern County,Fast Food Restaurants,60,60,60,6
2020-03-19,California,Kern County,Professional & Other Places,69,62,69,7
2020-03-19,California,Kern County,School,41,36,42,8
2020-03-19,California,Kern County,Medical,65,55,66,9
2020-03-19,California,Kern County,Big Box Stores,73,81,73,10
2020-03-19,California,Kern County,Travel & Transport,80,72,80,11
2020-03-19,California,Kern County,Drug Store,84,97,84,12
2020-03-19,California,Kern County,Convenience Store,66,47,66,13
2020-03-19,California,Kern County,Arts & Entertainment,65,46,66,14
2020-03-19,California,Kern County,Discount Stores,75,97,75,15
2020-03-19,California,Kern County,Government,59,60,59,16
2020-03-19,California,Kern County,Spiritual Center,64,39,64,17
2020-03-19,California,Kern County,Hotel,61,42,62,18
2020-03-19,California,Kern County,Hardware Stores,79,70,80,19
2020-03-19,California,Kern County,Office,72,43,73,20
2020-03-19,California,Kern County,Nightlife Spots,56,37,56,21
2020-03-19,California,Kern County,Colleges & Universities,28,33,28,22
2020-03-19,California,Kern County,Banks,69,81,69,23
2020-03-19,California,Kern County,Fitness Center,44,46,44,24
2020-03-19,California,Kern County,Sports,66,42,68,25
2020-03-20,California,Kern County,Food,52,42,53,1
2020-03-20,California,Kern County,Shops & Services,56,46,56,2
2020-03-20,California,Kern County,Grocery,107,107,107,3
2020-03-20,California,Kern County,Gas Stations,66,71,66,4
2020-03-20,California,Kern County,Outdoors & Recreation,76,75,76,5
2020-03-20,California,Kern County,Fast Food Restaurants,56,64,56,6
2020-03-20,California,Kern County,Professional & Other Places,66,57,66,7
2020-03-20,California,Kern County,School,42,37,42,8
2020-03-20,California,Kern County,Big Box Stores,76,66,76,9
2020-03-20,California,Kern County,Medical,62,57,62,10
2020-03-20,California,Kern County,Convenience Store,64,54,64,11
2020-03-20,California,Kern County,Drug Store,84,83,84,12
2020-03-20,California,Kern County,Discount Stores,85,114,84,13
2020-03-20,California,Kern County,Hardware Stores,101,74,102,14
2020-03-20,California,Kern County,Travel & Transport,64,70,63,15
2020-03-20,California,Kern County,Arts & Entertainment,50,58,50,16
2020-03-20,California,Kern County,Nightlife Spots,51,46,51,17
2020-03-20,California,Kern County,Spiritual Center,57,45,58,18
2020-03-20,California,Kern County,Government,55,49,55,19
2020-03-20,California,Kern County,Office,71,57,71,20
2020-03-20,California,Kern County,Hotel,48,39,48,21
2020-03-20,California,Kern County,Banks,61,53,61,22
2020-03-20,California,Kern County,Colleges & Universities,38,47,38,23
2020-03-20,California,Kern County,Residences,95,108,95,24
2020-03-20,California,Kern County,Sports,77,67,77,24
2020-03-20,California,Kern County,Alcohol,83,98,82,25
2020-03-21,California,Kern County,Food,46,43,46,1
2020-03-21,California,Kern County,Shops & Services,42,39,42,2
