date,county,category,visitIndex,rank
2020-03-12,Contra Costa County,Medical,91,7
2020-03-12,Contra Costa County,Gas Stations,91,8
2020-03-12,Contra Costa County,Fast Food Restaurants,94,9
2020-03-12,Contra Costa County,Fitness Center,90,10
2020-03-13,Contra Costa County,Food,92,1
2020-03-13,Contra Costa County,Shops & Services,100,2
2020-03-13,Contra Costa County,Grocery,144,3
2020-03-13,Contra Costa County,Outdoors & Recreation,104,4
2020-03-13,Contra Costa County,School,95,5
2020-03-13,Contra Costa County,Medical,92,6
2020-03-13,Contra Costa County,Gas Stations,108,7
2020-03-13,Contra Costa County,Professional & Other Places,85,8
2020-03-13,Contra Costa County,Fast Food Restaurants,93,9
2020-03-13,Contra Costa County,Big Box Stores,147,10
2020-03-14,Contra Costa County,Shops & Services,76,1
2020-03-14,Contra Costa County,Food,72,2
2020-03-14,Contra Costa County,Grocery,115,3
2020-03-14,Contra Costa County,Outdoors & Recreation,57,4
2020-03-14,Contra Costa County,Gas Stations,77,5
2020-03-14,Contra Costa County,Big Box Stores,96,6
2020-03-14,Contra Costa County,Professional & Other Places,66,7
2020-03-14,Contra Costa County,Fast Food Restaurants,70,8
2020-03-14,Contra Costa County,Medical,85,9
2020-03-14,Contra Costa County,Hardware Stores,86,10
2020-03-15,Contra Costa County,Food,72,1
2020-03-15,Contra Costa County,Shops & Services,75,2
2020-03-15,Contra Costa County,Grocery,110,3
2020-03-15,Contra Costa County,Outdoors & Recreation,71,4
2020-03-15,Contra Costa County,Big Box Stores,104,5
2020-03-15,Contra Costa County,Gas Stations,75,6
2020-03-15,Contra Costa County,Professional & Other Places,77,7
2020-03-15,Contra Costa County,Fast Food Restaurants,73,7
2020-03-15,Contra Costa County,Drug Store,96,8
2020-03-15,Contra Costa County,Fitness Center,74,9
2020-03-15,Contra Costa County,School,54,10
2020-03-16,Contra Costa County,Shops & Services,97,1
2020-03-16,Contra Costa County,Food,84,2
2020-03-16,Contra Costa County,Grocery,156,3
2020-03-16,Contra Costa County,Outdoors & Recreation,83,4
2020-03-16,Contra Costa County,Gas Stations,113,5
2020-03-16,Contra Costa County,Medical,86,6
2020-03-16,Contra Costa County,Professional & Other Places,85,7
2020-03-16,Contra Costa County,Drug Store,149,8
2020-03-16,Contra Costa County,Fast Food Restaurants,87,9
2020-03-16,Contra Costa County,Big Box Stores,119,10
2020-03-17,Contra Costa County,Shops & Services,51,1
2020-03-17,Contra Costa County,Food,47,2
2020-03-17,Contra Costa County,Grocery,101,3
2020-03-17,Contra Costa County,Outdoors & Recreation,75,4
2020-03-17,Contra Costa County,Professional & Other Places,58,5
2020-03-17,Contra Costa County,Medical,52,6
2020-03-17,Contra Costa County,Gas Stations,62,7
2020-03-17,Contra Costa County,School,33,8
2020-03-17,Contra Costa County,Big Box Stores,96,9
2020-03-17,Contra Costa County,Drug Store,101,10
2020-03-18,Contra Costa County,Shops & Services,51,1
2020-03-18,Contra Costa County,Food,46,2
2020-03-18,Contra Costa County,Outdoors & Recreation,74,3
2020-03-18,Contra Costa County,Grocery,93,4
2020-03-18,Contra Costa County,Professional & Other Places,62,5
2020-03-18,Contra Costa County,Medical,50,6
2020-03-18,Contra Costa County,Gas Stations,63,7
2020-03-18,Contra Costa County,School,32,8
2020-03-18,Contra Costa County,Fast Food Restaurants,59,9
2020-03-18,Contra Costa County,Drug Store,83,10
2020-03-19,Contra Costa County,Shops & Services,53,1
2020-03-19,Contra Costa County,Food,47,2
2020-03-19,Contra Costa County,Outdoors & Recreation,86,3
2020-03-19,Contra Costa County,Grocery,93,4
2020-03-19,Contra Costa County,Professional & Other Places,60,5
2020-03-19,Contra Costa County,Medical,48,6
2020-03-19,Contra Costa County,Gas Stations,62,7
2020-03-19,Contra Costa County,School,34,8
2020-03-19,Contra Costa County,Fast Food Restaurants,55,9
2020-03-19,Contra Costa County,Big Box Stores,80,10
2020-03-20,Contra Costa County,Shops & Services,48,1
2020-03-20,Contra Costa County,Food,40,2
2020-03-20,Contra Costa County,Outdoors & Recreation,80,3
2020-03-20,Contra Costa County,Grocery,89,4
2020-03-20,Contra Costa County,Professional & Other Places,53,5
2020-03-20,Contra Costa County,Gas Stations,60,6
2020-03-20,Contra Costa County,Medical,49,7
2020-03-20,Contra Costa County,School,35,8
2020-03-20,Contra Costa County,Fast Food Restaurants,55,9
2020-03-20,Contra Costa County,Big Box Stores,86,10
2020-03-21,Contra Costa County,Outdoors & Recreation,77,1
2020-03-21,Contra Costa County,Food,37,2
2020-03-21,Contra Costa County,Shops & Services,36,3
2020-03-21,Contra Costa County,Grocery,80,4
2020-03-21,Contra Costa County,Gas Stations,55,5
2020-03-21,Contra Costa County,Professional & Other Places,51,6
2020-03-21,Contra Costa County,Big Box Stores,69,7
2020-03-21,Contra Costa County,School,48,8
2020-03-21,Contra Costa County,Fast Food Restaurants,48,9
2020-03-21,Contra Costa County,Hardware Stores,69,10
2020-03-22,Contra Costa County,Outdoors & Recreation,52,1
2020-03-22,Contra Costa County,Food,24,2
2020-03-22,Contra Costa County,Grocery,46,3
2020-03-22,Contra Costa County,Shops & Services,24,4
2020-03-22,Contra Costa County,Gas Stations,35,5
2020-03-22,Contra Costa County,Big Box Stores,46,6
2020-03-22,Contra Costa County,Hardware Stores,62,7
2020-03-22,Contra Costa County,Fast Food Restaurants,35,8
2020-03-22,Contra Costa County,School,33,9
2020-03-22,Contra Costa County,Professional & Other Places,32,10
2020-03-01,El Dorado County,Food,97,1
2020-03-01,El Dorado County,Outdoors & Recreation,72,2
2020-03-01,El Dorado County,Grocery,90,3
2020-03-01,El Dorado County,Shops & Services,92,4
2020-03-01,El Dorado County,Hotel,102,5
2020-03-01,El Dorado County,Skiing,96,6
2020-03-01,El Dorado County,Nightlife Spots,82,7
2020-03-01,El Dorado County,Gas Stations,97,8
2020-03-01,El Dorado County,Arts & Entertainment,106,9
2020-03-02,El Dorado County,Food,107,1
2020-03-02,El Dorado County,Shops & Services,87,2
2020-03-02,El Dorado County,Outdoors & Recreation,78,3
2020-03-02,El Dorado County,Grocery,109,4
2020-03-02,El Dorado County,Nightlife Spots,105,5
2020-03-02,El Dorado County,Gas Stations,86,6
2020-03-02,El Dorado County,Hotel,85,7
2020-03-02,El Dorado County,School,113,8
2020-03-02,El Dorado County,Professional & Other Places,80,9
2020-03-02,El Dorado County,Arts & Entertainment,109,10
2020-03-03,El Dorado County,Food,110,1
2020-03-03,El Dorado County,Shops & Services,94,2
2020-03-03,El Dorado County,Outdoors & Recreation,85,3
2020-03-03,El Dorado County,Grocery,103,4
2020-03-03,El Dorado County,School,109,5
2020-03-03,El Dorado County,Professional & Other Places,113,6
2020-03-03,El Dorado County,Gas Stations,106,7
2020-03-03,El Dorado County,Nightlife Spots,89,8
2020-03-03,El Dorado County,Arts & Entertainment,111,9
2020-03-03,El Dorado County,Hotel,87,10
2020-03-04,El Dorado County,Food,100,1
2020-03-04,El Dorado County,Shops & Services,100,2
2020-03-04,El Dorado County,Outdoors & Recreation,90,3
2020-03-04,El Dorado County,Grocery,88,4
2020-03-04,El Dorado County,Nightlife Spots,107,5
2020-03-04,El Dorado County,School,107,6
2020-03-04,El Dorado County,Professional & Other Places,100,7
2020-03-04,El Dorado County,Gas Stations,97,8
2020-03-04,El Dorado County,Hotel,109,9
2020-03-04,El Dorado County,Arts & Entertainment,104,10
2020-03-05,El Dorado County,Food,94,1
2020-03-05,El Dorado County,Outdoors & Recreation,96,2
2020-03-05,El Dorado County,Shops & Services,93,3
2020-03-05,El Dorado County,Grocery,100,4
2020-03-05,El Dorado County,Nightlife Spots,115,5
2020-03-05,El Dorado County,Professional & Other Places,108,6
2020-03-05,El Dorado County,School,95,7
2020-03-05,El Dorado County,Gas Stations,104,8
2020-03-05,El Dorado County,Hotel,95,9
2020-03-05,El Dorado County,Arts & Entertainment,111,10
2020-03-06,El Dorado County,Food,91,1
2020-03-06,El Dorado County,Outdoors & Recreation,105,2
2020-03-06,El Dorado County,Shops & Services,94,3
2020-03-06,El Dorado County,Grocery,95,4
2020-03-06,El Dorado County,Nightlife Spots,97,5
2020-03-06,El Dorado County,Hotel,90,6
2020-03-06,El Dorado County,School,107,7
2020-03-06,El Dorado County,Arts & Entertainment,119,8
2020-03-06,El Dorado County,Professional & Other Places,80,8
2020-03-06,El Dorado County,Gas Stations,80,9
2020-03-06,El Dorado County,Skiing,75,10
2020-03-07,El Dorado County,Food,81,1
2020-03-07,El Dorado County,Outdoors & Recreation,72,2
2020-03-07,El Dorado County,Shops & Services,87,3
2020-03-07,El Dorado County,Grocery,90,4
2020-03-07,El Dorado County,Skiing,87,5
2020-03-07,El Dorado County,Hotel,98,6
2020-03-07,El Dorado County,Nightlife Spots,73,7
2020-03-07,El Dorado County,Arts & Entertainment,94,8
2020-03-07,El Dorado County,Professional & Other Places,92,9
2020-03-08,El Dorado County,Food,87,1
2020-03-08,El Dorado County,Outdoors & Recreation,86,2
2020-03-08,El Dorado County,Grocery,80,3
2020-03-08,El Dorado County,Skiing,109,4
2020-03-08,El Dorado County,Shops & Services,76,5
2020-03-08,El Dorado County,Hotel,91,6
2020-03-08,El Dorado County,Nightlife Spots,78,7
2020-03-08,El Dorado County,Gas Stations,75,8
2020-03-09,El Dorado County,Food,95,1
2020-03-09,El Dorado County,Outdoors & Recreation,87,2
2020-03-09,El Dorado County,Shops & Services,86,3
2020-03-09,El Dorado County,Grocery,105,4
2020-03-09,El Dorado County,Professional & Other Places,99,5
2020-03-09,El Dorado County,Nightlife Spots,87,5
2020-03-09,El Dorado County,Hotel,100,5
2020-03-09,El Dorado County,School,128,6
2020-03-09,El Dorado County,Gas Stations,82,7
2020-03-09,El Dorado County,Medical,116,8
2020-03-10,El Dorado County,Food,101,1
2020-03-10,El Dorado County,Shops & Services,93,2
2020-03-10,El Dorado County,Outdoors & Recreation,85,3
2020-03-10,El Dorado County,Grocery,91,4
2020-03-10,El Dorado County,Nightlife Spots,109,5
2020-03-10,El Dorado County,School,102,6
2020-03-10,El Dorado County,Hotel,118,7
2020-03-10,El Dorado County,Professional & Other Places,111,7
2020-03-10,El Dorado County,Gas Stations,91,8
2020-03-10,El Dorado County,Medical,101,9
2020-03-10,El Dorado County,Arts & Entertainment,102,10
2020-03-11,El Dorado County,Food,99,1
2020-03-11,El Dorado County,Outdoors & Recreation,99,2
2020-03-11,El Dorado County,Shops & Services,94,3
2020-03-11,El Dorado County,Grocery,98,4
2020-03-11,El Dorado County,Nightlife Spots,89,5
2020-03-11,El Dorado County,School,104,6
2020-03-11,El Dorado County,Professional & Other Places,108,7
2020-03-11,El Dorado County,Hotel,114,8
2020-03-11,El Dorado County,Gas Stations,96,9
2020-03-11,El Dorado County,Medical,109,10
2020-03-12,El Dorado County,Food,92,1
2020-03-12,El Dorado County,Outdoors & Recreation,108,2
2020-03-12,El Dorado County,Shops & Services,99,3
2020-03-12,El Dorado County,Grocery,123,4
2020-03-12,El Dorado County,Nightlife Spots,93,5
2020-03-12,El Dorado County,Professional & Other Places,113,6
2020-03-12,El Dorado County,Hotel,101,7
2020-03-12,El Dorado County,Gas Stations,103,8
2020-03-12,El Dorado County,School,90,9
2020-03-12,El Dorado County,Medical,106,10
2020-03-13,El Dorado County,Food,94,1
2020-03-13,El Dorado County,Outdoors & Recreation,117,2
2020-03-13,El Dorado County,Grocery,143,3
2020-03-13,El Dorado County,Shops & Services,94,4
2020-03-13,El Dorado County,Nightlife Spots,106,5
2020-03-13,El Dorado County,Hotel,101,6
2020-03-13,El Dorado County,Gas Stations,107,7
2020-03-13,El Dorado County,Professional & Other Places,98,8
2020-03-13,El Dorado County,School,103,9
2020-03-13,El Dorado County,Arts & Entertainment,103,10
2020-03-14,El Dorado County,Food,72,1
2020-03-14,El Dorado County,Grocery,121,2
2020-03-14,El Dorado County,Outdoors & Recreation,56,3
2020-03-14,El Dorado County,Shops & Services,68,4
2020-03-14,El Dorado County,Hotel,77,5
2020-03-14,El Dorado County,Nightlife Spots,67,6
2020-03-14,El Dorado County,Skiing,47,7
2020-03-14,El Dorado County,Gas Stations,89,8
2020-03-14,El Dorado County,Professional & Other Places,73,9
2020-03-14,El Dorado County,Arts & Entertainment,64,9
2020-03-15,El Dorado County,Outdoors & Recreation,135,1
2020-03-15,El Dorado County,Food,76,2
2020-03-15,El Dorado County,Grocery,101,3
2020-03-15,El Dorado County,Hotel,114,4
2020-03-15,El Dorado County,Shops & Services,72,5
2020-03-15,El Dorado County,Gas Stations,110,6
2020-03-15,El Dorado County,Nightlife Spots,73,7
2020-03-15,El Dorado County,Skiing,55,8
2020-03-16,El Dorado County,Food,77,1
2020-03-16,El Dorado County,Grocery,122,2
2020-03-16,El Dorado County,Outdoors & Recreation,78,3
2020-03-16,El Dorado County,Shops & Services,65,4
2020-03-16,El Dorado County,Gas Stations,106,5
2020-03-16,El Dorado County,Nightlife Spots,71,6
2020-03-16,El Dorado County,Hotel,80,7
2020-03-16,El Dorado County,Professional & Other Places,72,8
2020-03-17,El Dorado County,Food,76,1
2020-03-17,El Dorado County,Outdoors & Recreation,93,2
2020-03-17,El Dorado County,Grocery,124,2
2020-03-17,El Dorado County,Shops & Services,66,3
2020-03-17,El Dorado County,Nightlife Spots,87,4
2020-03-17,El Dorado County,Gas Stations,97,5
2020-03-17,El Dorado County,Hotel,88,6
2020-03-18,El Dorado County,Food,65,1
2020-03-18,El Dorado County,Outdoors & Recreation,79,2
2020-03-18,El Dorado County,Grocery,105,3
2020-03-18,El Dorado County,Shops & Services,62,4
2020-03-18,El Dorado County,Gas Stations,95,5
2020-03-18,El Dorado County,Nightlife Spots,69,6
2020-03-18,El Dorado County,Professional & Other Places,88,7
2020-03-18,El Dorado County,Medical,96,8
2020-03-19,El Dorado County,Food,64,1
2020-03-19,El Dorado County,Outdoors & Recreation,83,2
2020-03-19,El Dorado County,Grocery,111,3
2020-03-19,El Dorado County,Shops & Services,70,4
2020-03-19,El Dorado County,Professional & Other Places,101,5
2020-03-19,El Dorado County,Nightlife Spots,61,6
2020-03-19,El Dorado County,Gas Stations,77,7
2020-03-20,El Dorado County,Food,39,1
2020-03-20,El Dorado County,Grocery,85,2
2020-03-20,El Dorado County,Outdoors & Recreation,63,3
2020-03-20,El Dorado County,Shops & Services,49,4
2020-03-20,El Dorado County,Nightlife Spots,50,5
2020-03-20,El Dorado County,Professional & Other Places,64,5
2020-03-20,El Dorado County,Gas Stations,63,6
2020-03-21,El Dorado County,Outdoors & Recreation,56,1
2020-03-21,El Dorado County,Food,26,2
2020-03-21,El Dorado County,Grocery,67,3
2020-03-21,El Dorado County,Shops & Services,26,4
2020-03-22,El Dorado County,Outdoors & Recreation,47,1
2020-03-22,El Dorado County,Grocery,52,2
2020-03-22,El Dorado County,Food,18,3
2020-03-01,Fresno County,Food,108,1
2020-03-01,Fresno County,Shops & Services,115,2
2020-03-01,Fresno County,Grocery,92,3
2020-03-01,Fresno County,Fast Food Restaurants,115,4
2020-03-01,Fresno County,Gas Stations,99,5
2020-03-01,Fresno County,Big Box Stores,113,6
2020-03-01,Fresno County,Outdoors & Recreation,89,7
2020-03-01,Fresno County,Spiritual Center,100,8
2020-03-01,Fresno County,School,94,9
2020-03-01,Fresno County,Professional & Other Places,91,10
2020-03-02,Fresno County,Food,107,1
2020-03-02,Fresno County,Shops & Services,104,2
2020-03-02,Fresno County,Fast Food Restaurants,118,3
2020-03-02,Fresno County,Grocery,102,4
2020-03-02,Fresno County,Professional & Other Places,110,5
2020-03-02,Fresno County,School,107,6
2020-03-02,Fresno County,Gas Stations,104,7
2020-03-02,Fresno County,Medical,110,8
2020-03-02,Fresno County,Outdoors & Recreation,97,9
2020-03-02,Fresno County,Colleges & Universities,116,10
2020-03-03,Fresno County,Food,107,1
2020-03-03,Fresno County,Shops & Services,105,2
2020-03-03,Fresno County,School,99,3
2020-03-03,Fresno County,Professional & Other Places,107,4
2020-03-03,Fresno County,Grocery,110,5
2020-03-03,Fresno County,Fast Food Restaurants,108,6
2020-03-03,Fresno County,Medical,100,7
2020-03-03,Fresno County,Gas Stations,103,8
2020-03-03,Fresno County,Colleges & Universities,102,9
2020-03-03,Fresno County,Outdoors & Recreation,104,10
2020-03-04,Fresno County,Food,101,1
2020-03-04,Fresno County,Shops & Services,99,2
2020-03-04,Fresno County,School,94,3
2020-03-04,Fresno County,Grocery,103,4
2020-03-04,Fresno County,Professional & Other Places,92,5
2020-03-04,Fresno County,Medical,97,6
2020-03-04,Fresno County,Gas Stations,101,7
2020-03-04,Fresno County,Fast Food Restaurants,98,8
2020-03-04,Fresno County,Outdoors & Recreation,104,9
2020-03-04,Fresno County,Big Box Stores,108,10
2020-03-05,Fresno County,Food,107,1
2020-03-05,Fresno County,Shops & Services,107,2
2020-03-05,Fresno County,School,96,3
2020-03-05,Fresno County,Grocery,110,4
2020-03-05,Fresno County,Professional & Other Places,99,5
2020-03-05,Fresno County,Fast Food Restaurants,104,6
2020-03-05,Fresno County,Gas Stations,97,7
2020-03-05,Fresno County,Medical,96,8
2020-03-05,Fresno County,Outdoors & Recreation,102,9
2020-03-05,Fresno County,Colleges & Universities,84,10
2020-03-06,Fresno County,Food,95,1
2020-03-06,Fresno County,Shops & Services,98,2
2020-03-06,Fresno County,School,94,3
2020-03-06,Fresno County,Professional & Other Places,106,4
2020-03-06,Fresno County,Fast Food Restaurants,99,5
2020-03-06,Fresno County,Grocery,94,6
