date,county,categoryName,visitIndex
2020-03-03,Monterey County,Pharmacies,101
2020-03-03,Monterey County,Banks,122
2020-03-03,Monterey County,Government Buildings,98
2020-03-03,Monterey County,Offices,138
2020-03-03,Monterey County,Shopping Malls,96
2020-03-03,Monterey County,American Restaurants,114
2020-03-04,Monterey County,Grocery Stores,104
2020-03-04,Monterey County,Gas Stations,102
2020-03-04,Monterey County,Mexican Restaurants,93
2020-03-04,Monterey County,Hotels,91
2020-03-04,Monterey County,Fast Food Restaurants,94
2020-03-04,Monterey County,Elementary Schools,99
2020-03-04,Monterey County,Coffee Shops,107
