date,county,categoryName,visitIndex
2020-03-06,San Francisco County,Residential Buildings (Apartments / Condos),92
2020-03-06,San Francisco County,Gyms or Fitness Centers,89
2020-03-06,San Francisco County,Cafￃﾩs,88
2020-03-06,San Francisco County,Metro Stations,77
2020-03-06,San Francisco County,Tech Startups,63
2020-03-06,San Francisco County,Bars,79
2020-03-06,San Francisco County,Hospitals,94
2020-03-06,San Francisco County,Gyms,85
2020-03-06,San Francisco County,Pharmacies,99
2020-03-06,San Francisco County,Mexican Restaurants,87
2020-03-06,San Francisco County,Bakeries,88
2020-03-06,San Francisco County,Cocktail Bars,74
2020-03-06,San Francisco County,Pizza Places,90
2020-03-06,San Francisco County,American Restaurants,79
2020-03-07,San Francisco County,Parks,70
2020-03-07,San Francisco County,Grocery Stores,98
2020-03-07,San Francisco County,Hotels,68
2020-03-07,San Francisco County,Coffee Shops,75
2020-03-07,San Francisco County,Shopping Malls,85
2020-03-07,San Francisco County,Residential Buildings (Apartments / Condos),93
2020-03-07,San Francisco County,Bakeries,89
2020-03-07,San Francisco County,Cafￃﾩs,82
2020-03-07,San Francisco County,Gyms or Fitness Centers,93
2020-03-07,San Francisco County,Bars,77
2020-03-07,San Francisco County,Buildings,75
2020-03-07,San Francisco County,Cocktail Bars,83
2020-03-07,San Francisco County,Offices,74
2020-03-07,San Francisco County,American Restaurants,87
2020-03-07,San Francisco County,Piers,63
2020-03-07,San Francisco County,Mexican Restaurants,73
2020-03-07,San Francisco County,Gyms,85
2020-03-07,San Francisco County,National Parks,71
2020-03-07,San Francisco County,Pharmacies,84
2020-03-07,San Francisco County,Pizza Places,81
2020-03-08,San Francisco County,Parks,84
2020-03-08,San Francisco County,Grocery Stores,89
2020-03-08,San Francisco County,Coffee Shops,77
2020-03-08,San Francisco County,Hotels,63
2020-03-08,San Francisco County,Shopping Malls,80
2020-03-08,San Francisco County,Residential Buildings (Apartments / Condos),78
2020-03-08,San Francisco County,Cafￃﾩs,82
2020-03-08,San Francisco County,Bakeries,84
2020-03-08,San Francisco County,Piers,84
2020-03-08,San Francisco County,National Parks,92
2020-03-08,San Francisco County,Gyms or Fitness Centers,86
2020-03-08,San Francisco County,Buildings,90
2020-03-08,San Francisco County,Mexican Restaurants,87
2020-03-08,San Francisco County,Offices,80
2020-03-08,San Francisco County,Bars,69
2020-03-08,San Francisco County,American Restaurants,74
2020-03-08,San Francisco County,Churches,75
2020-03-08,San Francisco County,Pharmacies,90
2020-03-08,San Francisco County,Pizza Places,79
2020-03-08,San Francisco County,Historic Sites,99
2020-03-09,San Francisco County,Parks,80
2020-03-09,San Francisco County,Grocery Stores,102
2020-03-09,San Francisco County,Offices,68
2020-03-09,San Francisco County,Coffee Shops,80
2020-03-09,San Francisco County,Shopping Malls,76
2020-03-09,San Francisco County,Hotels,55
2020-03-09,San Francisco County,Buildings,70
2020-03-09,San Francisco County,Gyms or Fitness Centers,90
2020-03-09,San Francisco County,Residential Buildings (Apartments / Condos),83
2020-03-09,San Francisco County,Tech Startups,69
2020-03-09,San Francisco County,Metro Stations,70
2020-03-09,San Francisco County,Cafￃﾩs,75
2020-03-09,San Francisco County,Pharmacies,107
2020-03-09,San Francisco County,Hospitals,104
2020-03-09,San Francisco County,Gyms,79
2020-03-09,San Francisco County,Light Rail Stations,83
2020-03-09,San Francisco County,Mexican Restaurants,80
2020-03-09,San Francisco County,Bars,91
2020-03-09,San Francisco County,Gas Stations,96
2020-03-09,San Francisco County,Piers,80
2020-03-10,San Francisco County,Parks,91
2020-03-10,San Francisco County,Grocery Stores,110
2020-03-10,San Francisco County,Offices,57
2020-03-10,San Francisco County,Coffee Shops,76
2020-03-10,San Francisco County,Buildings,66
2020-03-10,San Francisco County,Hotels,51
2020-03-10,San Francisco County,Shopping Malls,74
2020-03-10,San Francisco County,Gyms or Fitness Centers,81
2020-03-10,San Francisco County,Residential Buildings (Apartments / Condos),90
2020-03-10,San Francisco County,Cafￃﾩs,78
2020-03-10,San Francisco County,Tech Startups,49
2020-03-10,San Francisco County,Metro Stations,60
2020-03-10,San Francisco County,Gyms,76
2020-03-10,San Francisco County,Hospitals,90
2020-03-10,San Francisco County,Pharmacies,93
2020-03-10,San Francisco County,Light Rail Stations,83
2020-03-10,San Francisco County,Mexican Restaurants,79
2020-03-10,San Francisco County,Gas Stations,105
2020-03-10,San Francisco County,Bakeries,88
2020-03-10,San Francisco County,Bars,74
2020-03-11,San Francisco County,Parks,96
2020-03-11,San Francisco County,Grocery Stores,113
2020-03-11,San Francisco County,Coffee Shops,67
2020-03-11,San Francisco County,Offices,45
2020-03-11,San Francisco County,Hotels,49
2020-03-11,San Francisco County,Shopping Malls,71
2020-03-11,San Francisco County,Buildings,53
2020-03-11,San Francisco County,Gyms or Fitness Centers,77
2020-03-11,San Francisco County,Residential Buildings (Apartments / Condos),80
2020-03-11,San Francisco County,Cafￃﾩs,74
2020-03-11,San Francisco County,Gyms,76
2020-03-11,San Francisco County,Pharmacies,96
2020-03-11,San Francisco County,Metro Stations,53
2020-03-11,San Francisco County,Hospitals,76
2020-03-11,San Francisco County,Tech Startups,42
2020-03-11,San Francisco County,Bakeries,90
2020-03-11,San Francisco County,Mexican Restaurants,69
2020-03-11,San Francisco County,Light Rail Stations,70
2020-03-11,San Francisco County,Bars,68
2020-03-11,San Francisco County,National Parks,105
2020-03-12,San Francisco County,Parks,88
2020-03-12,San Francisco County,Grocery Stores,118
2020-03-12,San Francisco County,Coffee Shops,65
2020-03-12,San Francisco County,Offices,41
2020-03-12,San Francisco County,Shopping Malls,73
2020-03-12,San Francisco County,Buildings,57
2020-03-12,San Francisco County,Hotels,44
2020-03-12,San Francisco County,Residential Buildings (Apartments / Condos),75
2020-03-12,San Francisco County,Gyms or Fitness Centers,69
2020-03-12,San Francisco County,Cafￃﾩs,68
2020-03-12,San Francisco County,Pharmacies,96
2020-03-12,San Francisco County,Metro Stations,51
2020-03-12,San Francisco County,Hospitals,74
2020-03-12,San Francisco County,Tech Startups,38
2020-03-12,San Francisco County,Gyms,64
2020-03-12,San Francisco County,Mexican Restaurants,70
2020-03-12,San Francisco County,Light Rail Stations,74
2020-03-12,San Francisco County,Bakeries,80
2020-03-12,San Francisco County,Gas Stations,86
2020-03-12,San Francisco County,Bars,59
2020-03-13,San Francisco County,Grocery Stores,134
2020-03-13,San Francisco County,Parks,86
2020-03-13,San Francisco County,Coffee Shops,67
2020-03-13,San Francisco County,Hotels,53
2020-03-13,San Francisco County,Shopping Malls,70
2020-03-13,San Francisco County,Offices,42
2020-03-13,San Francisco County,Buildings,51
2020-03-13,San Francisco County,Residential Buildings (Apartments / Condos),77
2020-03-13,San Francisco County,Gyms or Fitness Centers,73
2020-03-13,San Francisco County,Pharmacies,105
2020-03-13,San Francisco County,Hospitals,83
2020-03-13,San Francisco County,Cafￃﾩs,59
2020-03-13,San Francisco County,Bakeries,71
2020-03-13,San Francisco County,Gyms,63
2020-03-13,San Francisco County,Metro Stations,44
2020-03-13,San Francisco County,Mexican Restaurants,63
2020-03-13,San Francisco County,Gas Stations,93
2020-03-13,San Francisco County,Bars,52
2020-03-13,San Francisco County,Piers,66
2020-03-13,San Francisco County,Tech Startups,36
2020-03-13,San Francisco County,American Restaurants,64
2020-03-14,San Francisco County,Grocery Stores,106
2020-03-14,San Francisco County,Parks,45
2020-03-14,San Francisco County,Coffee Shops,50
2020-03-14,San Francisco County,Shopping Malls,52
2020-03-14,San Francisco County,Hotels,40
2020-03-14,San Francisco County,Residential Buildings (Apartments / Condos),68
2020-03-14,San Francisco County,Gyms or Fitness Centers,66
2020-03-14,San Francisco County,Cafￃﾩs,47
2020-03-14,San Francisco County,Pharmacies,74
2020-03-14,San Francisco County,Bakeries,47
2020-03-14,San Francisco County,Buildings,49
2020-03-14,San Francisco County,Bars,44
2020-03-14,San Francisco County,Offices,46
2020-03-14,San Francisco County,Mexican Restaurants,49
2020-03-14,San Francisco County,Pizza Places,57
2020-03-14,San Francisco County,Gyms,54
2020-03-14,San Francisco County,American Restaurants,47
2020-03-14,San Francisco County,Piers,36
2020-03-14,San Francisco County,National Parks,40
2020-03-14,San Francisco County,Chinese Restaurants,52
2020-03-14,San Francisco County,Gas Stations,61
2020-03-14,San Francisco County,Supermarkets,133
2020-03-15,San Francisco County,Grocery Stores,100
2020-03-15,San Francisco County,Parks,66
2020-03-15,San Francisco County,Coffee Shops,50
2020-03-15,San Francisco County,Shopping Malls,53
2020-03-15,San Francisco County,Hotels,32
2020-03-15,San Francisco County,Residential Buildings (Apartments / Condos),58
2020-03-15,San Francisco County,Bakeries,51
2020-03-15,San Francisco County,Pharmacies,87
2020-03-15,San Francisco County,Cafￃﾩs,48
2020-03-15,San Francisco County,National Parks,60
2020-03-15,San Francisco County,Buildings,59
2020-03-15,San Francisco County,Gyms or Fitness Centers,50
2020-03-15,San Francisco County,Offices,52
2020-03-15,San Francisco County,Mexican Restaurants,50
2020-03-15,San Francisco County,Churches,52
2020-03-15,San Francisco County,Gas Stations,63
2020-03-15,San Francisco County,Trails,91
2020-03-15,San Francisco County,Beaches,84
2020-03-15,San Francisco County,Piers,35
2020-03-15,San Francisco County,Bars,39
2020-03-15,San Francisco County,Gyms,46
2020-03-16,San Francisco County,Grocery Stores,128
2020-03-16,San Francisco County,Parks,69
2020-03-16,San Francisco County,Coffee Shops,48
2020-03-16,San Francisco County,Shopping Malls,58
2020-03-16,San Francisco County,Offices,35
2020-03-16,San Francisco County,Residential Buildings (Apartments / Condos),68
2020-03-16,San Francisco County,Buildings,41
2020-03-16,San Francisco County,Pharmacies,107
2020-03-16,San Francisco County,Hotels,27
2020-03-16,San Francisco County,Gyms or Fitness Centers,40
2020-03-16,San Francisco County,Hospitals,65
2020-03-16,San Francisco County,Gas Stations,91
2020-03-16,San Francisco County,Tech Startups,37
2020-03-16,San Francisco County,Bakeries,66
2020-03-16,San Francisco County,Metro Stations,35
2020-03-16,San Francisco County,Cafￃﾩs,38
2020-03-16,San Francisco County,Gyms,39
2020-03-16,San Francisco County,Light Rail Stations,54
2020-03-16,San Francisco County,Mexican Restaurants,55
2020-03-16,San Francisco County,Chinese Restaurants,75
2020-03-16,San Francisco County,Banks,85
2020-03-17,San Francisco County,Parks,67
2020-03-17,San Francisco County,Grocery Stores,89
2020-03-17,San Francisco County,Coffee Shops,24
2020-03-17,San Francisco County,Residential Buildings (Apartments / Condos),46
2020-03-17,San Francisco County,Pharmacies,65
2020-03-17,San Francisco County,Buildings,19
2020-03-17,San Francisco County,Offices,12
2020-03-17,San Francisco County,Shopping Malls,22
2020-03-17,San Francisco County,Hospitals,48
2020-03-17,San Francisco County,Hotels,14
2020-03-17,San Francisco County,National Parks,65
2020-03-17,San Francisco County,Trails,87
2020-03-17,San Francisco County,Cafￃﾩs,25
2020-03-17,San Francisco County,Gas Stations,49
2020-03-17,San Francisco County,Metro Stations,19
2020-03-17,San Francisco County,Banks,58
2020-03-17,San Francisco County,Beaches,97
2020-03-17,San Francisco County,Gyms or Fitness Centers,16
2020-03-18,San Francisco County,Parks,63
2020-03-18,San Francisco County,Grocery Stores,82
2020-03-18,San Francisco County,Coffee Shops,21
2020-03-18,San Francisco County,Residential Buildings (Apartments / Condos),42
2020-03-18,San Francisco County,Shopping Malls,24
2020-03-18,San Francisco County,Buildings,17
2020-03-18,San Francisco County,Offices,11
2020-03-18,San Francisco County,Pharmacies,52
2020-03-18,San Francisco County,Hotels,13
2020-03-18,San Francisco County,Hospitals,40
2020-03-18,San Francisco County,National Parks,56
2020-03-18,San Francisco County,Tech Startups,15
2020-03-18,San Francisco County,Gas Stations,42
2020-03-18,San Francisco County,Gyms or Fitness Centers,16
2020-03-18,San Francisco County,Metro Stations,17
2020-03-19,San Francisco County,Parks,77
2020-03-19,San Francisco County,Grocery Stores,81
2020-03-19,San Francisco County,Coffee Shops,22
2020-03-19,San Francisco County,Residential Buildings (Apartments / Condos),44
2020-03-19,San Francisco County,Buildings,19
2020-03-19,San Francisco County,Shopping Malls,22
2020-03-19,San Francisco County,Pharmacies,52
2020-03-19,San Francisco County,Hospitals,42
2020-03-19,San Francisco County,Offices,9
2020-03-19,San Francisco County,National Parks,76
2020-03-19,San Francisco County,Hotels,11
2020-03-19,San Francisco County,Beaches,146
2020-03-19,San Francisco County,Gas Stations,50
2020-03-19,San Francisco County,Cafￃﾩs,24
2020-03-19,San Francisco County,Neighborhoods,59
2020-03-19,San Francisco County,Playgrounds,66
2020-03-19,San Francisco County,Trails,85
2020-03-20,San Francisco County,Parks,71
2020-03-20,San Francisco County,Grocery Stores,75
2020-03-20,San Francisco County,Coffee Shops,23
2020-03-20,San Francisco County,Residential Buildings (Apartments / Condos),41
2020-03-20,San Francisco County,Shopping Malls,21
2020-03-20,San Francisco County,Offices,13
2020-03-20,San Francisco County,Buildings,20
2020-03-20,San Francisco County,Pharmacies,55
2020-03-20,San Francisco County,Hospitals,40
2020-03-20,San Francisco County,Beaches,113
2020-03-20,San Francisco County,Hotels,9
2020-03-20,San Francisco County,National Parks,53
2020-03-20,San Francisco County,Cafￃﾩs,23
2020-03-20,San Francisco County,Gyms or Fitness Centers,20
2020-03-20,San Francisco County,Gas Stations,41
2020-03-20,San Francisco County,Trails,69
2020-03-21,San Francisco County,Parks,67
2020-03-21,San Francisco County,Grocery Stores,66
2020-03-21,San Francisco County,Coffee Shops,23
2020-03-21,San Francisco County,Residential Buildings (Apartments / Condos),43
2020-03-21,San Francisco County,National Parks,59
2020-03-21,San Francisco County,Beaches,104
2020-03-21,San Francisco County,Shopping Malls,18
2020-03-21,San Francisco County,Pharmacies,59
2020-03-21,San Francisco County,Trails,93
2020-03-21,San Francisco County,Scenic Lookouts,69
2020-03-21,San Francisco County,Cafￃﾩs,23
2020-03-21,San Francisco County,Buildings,24
2020-03-21,San Francisco County,Hotels,9
2020-03-21,San Francisco County,Offices,26
2020-03-21,San Francisco County,Supermarkets,96
2020-03-21,San Francisco County,Gas Stations,42
2020-03-21,San Francisco County,Bakeries,21
2020-03-21,San Francisco County,Playgrounds,50
2020-03-22,San Francisco County,Parks,48
2020-03-22,San Francisco County,Grocery Stores,36
2020-03-22,San Francisco County,Coffee Shops,16
2020-03-22,San Francisco County,National Parks,46
2020-03-22,San Francisco County,Trails,73
2020-03-22,San Francisco County,Shopping Malls,13
2020-03-22,San Francisco County,Residential Buildings (Apartments / Condos),19
2020-03-22,San Francisco County,Beaches,61
2020-03-01,San Joaquin County,Grocery Stores,100
2020-03-01,San Joaquin County,Fast Food Restaurants,110
2020-03-01,San Joaquin County,Gas Stations,99
2020-03-01,San Joaquin County,Big Box Stores,107
2020-03-01,San Joaquin County,Churches,96
2020-03-01,San Joaquin County,Mexican Restaurants,105
2020-03-01,San Joaquin County,Hardware Stores,118
2020-03-01,San Joaquin County,Shopping Malls,115
2020-03-01,San Joaquin County,Coffee Shops,99
2020-03-01,San Joaquin County,Parks,84
2020-03-01,San Joaquin County,Warehouse Stores,121
2020-03-01,San Joaquin County,Pharmacies,115
2020-03-01,San Joaquin County,Shopping Plazas,111
2020-03-01,San Joaquin County,Pizza Places,97
2020-03-01,San Joaquin County,Supermarkets,90
2020-03-01,San Joaquin County,Gyms or Fitness Centers,91
2020-03-01,San Joaquin County,Convenience Stores,88
2020-03-01,San Joaquin County,Elementary Schools,99
2020-03-01,San Joaquin County,Buildings,112
2020-03-01,San Joaquin County,Department Stores,135
2020-03-01,San Joaquin County,Discount Stores,111
2020-03-02,San Joaquin County,Fast Food Restaurants,104
2020-03-02,San Joaquin County,Grocery Stores,109
2020-03-02,San Joaquin County,Gas Stations,97
2020-03-02,San Joaquin County,Elementary Schools,136
2020-03-02,San Joaquin County,Big Box Stores,94
2020-03-02,San Joaquin County,Buildings,106
2020-03-02,San Joaquin County,High Schools,138
2020-03-02,San Joaquin County,Coffee Shops,112
2020-03-02,San Joaquin County,Pharmacies,121
2020-03-02,San Joaquin County,Parks,104
2020-03-02,San Joaquin County,Gyms or Fitness Centers,99
2020-03-02,San Joaquin County,Hardware Stores,112
2020-03-02,San Joaquin County,Mexican Restaurants,94
2020-03-02,San Joaquin County,Automotive Shops,98
2020-03-02,San Joaquin County,Convenience Stores,87
2020-03-02,San Joaquin County,Banks,112
2020-03-02,San Joaquin County,Pizza Places,110
2020-03-02,San Joaquin County,Offices,117
2020-03-02,San Joaquin County,Warehouse Stores,112
2020-03-02,San Joaquin County,Supermarkets,115
2020-03-03,San Joaquin County,Gas Stations,110
2020-03-03,San Joaquin County,Fast Food Restaurants,105
2020-03-03,San Joaquin County,Grocery Stores,109
2020-03-03,San Joaquin County,Elementary Schools,119
2020-03-03,San Joaquin County,Big Box Stores,108
2020-03-03,San Joaquin County,Buildings,106
2020-03-03,San Joaquin County,High Schools,111
2020-03-03,San Joaquin County,Pharmacies,134
2020-03-03,San Joaquin County,Parks,102
2020-03-03,San Joaquin County,Coffee Shops,110
2020-03-03,San Joaquin County,Gyms or Fitness Centers,98
2020-03-03,San Joaquin County,Mexican Restaurants,100
2020-03-03,San Joaquin County,Hardware Stores,118
2020-03-03,San Joaquin County,Automotive Shops,117
2020-03-03,San Joaquin County,Churches,110
2020-03-03,San Joaquin County,Banks,115
2020-03-03,San Joaquin County,Offices,112
2020-03-03,San Joaquin County,Convenience Stores,102
2020-03-03,San Joaquin County,Pizza Places,110
2020-03-03,San Joaquin County,Warehouse Stores,121
2020-03-03,San Joaquin County,Supermarkets,110
2020-03-04,San Joaquin County,Fast Food Restaurants,106
2020-03-04,San Joaquin County,Gas Stations,96
2020-03-04,San Joaquin County,Grocery Stores,102
2020-03-04,San Joaquin County,Elementary Schools,101
2020-03-04,San Joaquin County,Big Box Stores,104
2020-03-04,San Joaquin County,Buildings,101
2020-03-04,San Joaquin County,High Schools,107
2020-03-04,San Joaquin County,Parks,103
2020-03-04,San Joaquin County,Coffee Shops,101
2020-03-04,San Joaquin County,Pharmacies,115
2020-03-04,San Joaquin County,Mexican Restaurants,96
2020-03-04,San Joaquin County,Hardware Stores,126
2020-03-04,San Joaquin County,Gyms or Fitness Centers,91
2020-03-04,San Joaquin County,Convenience Stores,115
2020-03-04,San Joaquin County,Pizza Places,104
2020-03-04,San Joaquin County,Warehouse Stores,133
2020-03-04,San Joaquin County,Automotive Shops,102
2020-03-04,San Joaquin County,Shopping Malls,95
2020-03-04,San Joaquin County,Shopping Plazas,114
2020-03-04,San Joaquin County,Banks,103
2020-03-04,San Joaquin County,Churches,77
2020-03-04,San Joaquin County,Supermarkets,123
2020-03-05,San Joaquin County,Grocery Stores,108
2020-03-05,San Joaquin County,Fast Food Restaurants,92
2020-03-05,San Joaquin County,Gas Stations,97
2020-03-05,San Joaquin County,Big Box Stores,107
2020-03-05,San Joaquin County,Elementary Schools,97
2020-03-05,San Joaquin County,Buildings,109
2020-03-05,San Joaquin County,Coffee Shops,112
2020-03-05,San Joaquin County,High Schools,96
2020-03-05,San Joaquin County,Parks,99
2020-03-05,San Joaquin County,Pharmacies,106
2020-03-05,San Joaquin County,Mexican Restaurants,93
2020-03-05,San Joaquin County,Gyms or Fitness Centers,98
2020-03-05,San Joaquin County,Hardware Stores,120
2020-03-05,San Joaquin County,Convenience Stores,106
2020-03-05,San Joaquin County,Banks,127
2020-03-05,San Joaquin County,Churches,115
2020-03-05,San Joaquin County,Automotive Shops,108
2020-03-05,San Joaquin County,Warehouse Stores,127
2020-03-05,San Joaquin County,Shopping Malls,94
2020-03-05,San Joaquin County,Offices,102
2020-03-06,San Joaquin County,Fast Food Restaurants,92
2020-03-06,San Joaquin County,Grocery Stores,103
2020-03-06,San Joaquin County,Gas Stations,98
2020-03-06,San Joaquin County,Big Box Stores,101
2020-03-06,San Joaquin County,Elementary Schools,99
2020-03-06,San Joaquin County,Mexican Restaurants,105
2020-03-06,San Joaquin County,Buildings,100
2020-03-06,San Joaquin County,Coffee Shops,106
2020-03-06,San Joaquin County,Pharmacies,112
2020-03-06,San Joaquin County,Parks,89
2020-03-06,San Joaquin County,High Schools,88
2020-03-06,San Joaquin County,Gyms or Fitness Centers,99
2020-03-06,San Joaquin County,Banks,103
2020-03-06,San Joaquin County,Hardware Stores,112
2020-03-06,San Joaquin County,Convenience Stores,98
2020-03-06,San Joaquin County,Pizza Places,83
2020-03-06,San Joaquin County,Shopping Malls,84
2020-03-06,San Joaquin County,Automotive Shops,96
2020-03-06,San Joaquin County,Shopping Plazas,100
2020-03-06,San Joaquin County,Hotels,128
2020-03-07,San Joaquin County,Grocery Stores,101
2020-03-07,San Joaquin County,Fast Food Restaurants,90
2020-03-07,San Joaquin County,Gas Stations,98
2020-03-07,San Joaquin County,Big Box Stores,105
2020-03-07,San Joaquin County,Hardware Stores,118
2020-03-07,San Joaquin County,Coffee Shops,95
2020-03-07,San Joaquin County,Shopping Malls,101
2020-03-07,San Joaquin County,Mexican Restaurants,97
2020-03-07,San Joaquin County,Parks,76
2020-03-07,San Joaquin County,Pharmacies,108
2020-03-07,San Joaquin County,Warehouse Stores,108
2020-03-07,San Joaquin County,Supermarkets,117
2020-03-07,San Joaquin County,Shopping Plazas,110
2020-03-07,San Joaquin County,High Schools,136
2020-03-07,San Joaquin County,Gyms or Fitness Centers,95
2020-03-07,San Joaquin County,Pizza Places,81
2020-03-07,San Joaquin County,Convenience Stores,89
2020-03-07,San Joaquin County,Department Stores,105
2020-03-07,San Joaquin County,Churches,90
2020-03-07,San Joaquin County,Elementary Schools,80
2020-03-07,San Joaquin County,Buildings,96
2020-03-08,San Joaquin County,Grocery Stores,104
2020-03-08,San Joaquin County,Fast Food Restaurants,100
2020-03-08,San Joaquin County,Gas Stations,102
2020-03-08,San Joaquin County,Big Box Stores,113
2020-03-08,San Joaquin County,Churches,90
2020-03-08,San Joaquin County,Mexican Restaurants,101
2020-03-08,San Joaquin County,Parks,94
2020-03-08,San Joaquin County,Coffee Shops,93
2020-03-08,San Joaquin County,Hardware Stores,102
2020-03-08,San Joaquin County,Shopping Malls,97
2020-03-08,San Joaquin County,Pharmacies,116
2020-03-08,San Joaquin County,Pizza Places,103
2020-03-08,San Joaquin County,Supermarkets,99
2020-03-08,San Joaquin County,Warehouse Stores,97
2020-03-08,San Joaquin County,Shopping Plazas,102
2020-03-08,San Joaquin County,Convenience Stores,84
2020-03-08,San Joaquin County,Gyms or Fitness Centers,87
2020-03-08,San Joaquin County,Chinese Restaurants,114
2020-03-08,San Joaquin County,Department Stores,115
2020-03-08,San Joaquin County,Elementary Schools,80
2020-03-08,San Joaquin County,Discount Stores,95
2020-03-09,San Joaquin County,Gas Stations,101
2020-03-09,San Joaquin County,Grocery Stores,101
2020-03-09,San Joaquin County,Fast Food Restaurants,93
2020-03-09,San Joaquin County,Big Box Stores,105
2020-03-09,San Joaquin County,Buildings,112
2020-03-09,San Joaquin County,Elementary Schools,112
2020-03-09,San Joaquin County,Parks,114
2020-03-09,San Joaquin County,Coffee Shops,109
2020-03-09,San Joaquin County,High Schools,123
2020-03-09,San Joaquin County,Pharmacies,114
2020-03-09,San Joaquin County,Mexican Restaurants,99
2020-03-09,San Joaquin County,Hardware Stores,117
2020-03-09,San Joaquin County,Gyms or Fitness Centers,95
2020-03-09,San Joaquin County,Banks,113
2020-03-09,San Joaquin County,Offices,122
2020-03-09,San Joaquin County,Automotive Shops,94
2020-03-09,San Joaquin County,Convenience Stores,86
2020-03-09,San Joaquin County,Warehouse Stores,116
2020-03-09,San Joaquin County,Pizza Places,107
2020-03-09,San Joaquin County,Shopping Malls,95
2020-03-09,San Joaquin County,Supermarkets,113
2020-03-09,San Joaquin County,Churches,116
2020-03-10,San Joaquin County,Gas Stations,101
2020-03-10,San Joaquin County,Grocery Stores,102
2020-03-10,San Joaquin County,Fast Food Restaurants,96
2020-03-10,San Joaquin County,Big Box Stores,99
2020-03-10,San Joaquin County,Buildings,96
2020-03-10,San Joaquin County,Elementary Schools,86
2020-03-10,San Joaquin County,Parks,105
2020-03-10,San Joaquin County,High Schools,97
2020-03-10,San Joaquin County,Pharmacies,114
2020-03-10,San Joaquin County,Gyms or Fitness Centers,97
2020-03-10,San Joaquin County,Mexican Restaurants,97
2020-03-10,San Joaquin County,Coffee Shops,93
2020-03-10,San Joaquin County,Automotive Shops,119
2020-03-10,San Joaquin County,Hardware Stores,98
2020-03-10,San Joaquin County,Shopping Malls,102
2020-03-10,San Joaquin County,Offices,95
2020-03-10,San Joaquin County,Convenience Stores,89
2020-03-10,San Joaquin County,Pizza Places,99
2020-03-10,San Joaquin County,Churches,83
2020-03-10,San Joaquin County,Shopping Plazas,100
2020-03-10,San Joaquin County,Banks,86
2020-03-10,San Joaquin County,Supermarkets,98
2020-03-11,San Joaquin County,Gas Stations,102
2020-03-11,San Joaquin County,Grocery Stores,107
2020-03-11,San Joaquin County,Fast Food Restaurants,96
2020-03-11,San Joaquin County,Big Box Stores,101
2020-03-11,San Joaquin County,Buildings,94
2020-03-11,San Joaquin County,Elementary Schools,75
2020-03-11,San Joaquin County,High Schools,100
2020-03-11,San Joaquin County,Coffee Shops,103
2020-03-11,San Joaquin County,Parks,103
2020-03-11,San Joaquin County,Mexican Restaurants,97
2020-03-11,San Joaquin County,Pharmacies,109
2020-03-11,San Joaquin County,Gyms or Fitness Centers,90
2020-03-11,San Joaquin County,Hardware Stores,112
2020-03-11,San Joaquin County,Convenience Stores,98
2020-03-11,San Joaquin County,Churches,90
2020-03-11,San Joaquin County,Warehouse Stores,128
2020-03-11,San Joaquin County,Automotive Shops,97
2020-03-11,San Joaquin County,Shopping Malls,97
2020-03-11,San Joaquin County,Offices,97
2020-03-11,San Joaquin County,Banks,93
2020-03-11,San Joaquin County,Pizza Places,81
2020-03-12,San Joaquin County,Grocery Stores,123
2020-03-12,San Joaquin County,Fast Food Restaurants,91
2020-03-12,San Joaquin County,Gas Stations,90
2020-03-12,San Joaquin County,Big Box Stores,102
2020-03-12,San Joaquin County,Buildings,97
2020-03-12,San Joaquin County,Elementary Schools,80
2020-03-12,San Joaquin County,Parks,106
2020-03-12,San Joaquin County,Pharmacies,115
2020-03-12,San Joaquin County,High Schools,88
2020-03-12,San Joaquin County,Mexican Restaurants,91
2020-03-12,San Joaquin County,Gyms or Fitness Centers,100
2020-03-12,San Joaquin County,Coffee Shops,82
2020-03-12,San Joaquin County,Automotive Shops,112
2020-03-12,San Joaquin County,Hardware Stores,102
2020-03-12,San Joaquin County,Warehouse Stores,134
2020-03-12,San Joaquin County,Convenience Stores,95
2020-03-12,San Joaquin County,Pizza Places,94
2020-03-12,San Joaquin County,Churches,104
2020-03-12,San Joaquin County,Offices,102
2020-03-12,San Joaquin County,Shopping Plazas,106
2020-03-13,San Joaquin County,Grocery Stores,146
2020-03-13,San Joaquin County,Fast Food Restaurants,91
2020-03-13,San Joaquin County,Gas Stations,98
2020-03-13,San Joaquin County,Big Box Stores,130
2020-03-13,San Joaquin County,Buildings,116
2020-03-13,San Joaquin County,Elementary Schools,83
2020-03-13,San Joaquin County,Mexican Restaurants,103
2020-03-13,San Joaquin County,Pharmacies,129
2020-03-13,San Joaquin County,Parks,106
2020-03-13,San Joaquin County,Coffee Shops,94
2020-03-13,San Joaquin County,Hardware Stores,141
2020-03-13,San Joaquin County,Warehouse Stores,166
2020-03-13,San Joaquin County,Gyms or Fitness Centers,104
2020-03-13,San Joaquin County,Supermarkets,156
2020-03-13,San Joaquin County,High Schools,81
2020-03-13,San Joaquin County,Automotive Shops,104
2020-03-13,San Joaquin County,Convenience Stores,91
2020-03-13,San Joaquin County,Pizza Places,81
2020-03-13,San Joaquin County,Shopping Plazas,110
2020-03-13,San Joaquin County,American Restaurants,113
2020-03-13,San Joaquin County,Shopping Malls,79
2020-03-14,San Joaquin County,Grocery Stores,148
2020-03-14,San Joaquin County,Fast Food Restaurants,83
