 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1fa931735,Hotels,4b75a2b7f964a520c2182ee3,The Hay-Adams,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d124941735,Offices,4bf55169d2fbef3b11eca4c5,U.S. Naval Research Laboratory,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d124941735,Offices,4e925e7646907142f96bf817,Hoffland Architects,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d191941735,Science Museums,4a0cfc37f964a52074751fe3,National Air and Space Museum,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4bcb2e6fcc8cd13abbcbbecf,Safeway,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4b4a5c16f964a520298526e3,Giant Food,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4bd616aa4e32d13ae310c280,Giant Food,3
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4b5bb9daf964a520811229e3,Safeway,4
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4bb614dc2f70c9b656d68430,Safeway,5
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4b3fe13af964a5202cb125e3,Safeway,6
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4b1eed4ff964a520a52124e3,Giant Food,7
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,40b3de00f964a52012001fe3,Whole Foods Market,8
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,58bad0bf8927fd6926011d70,Whole Foods Market,9
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,545d301f498ed1514fc75058,Giant Food,10
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4aad3c81f964a5202d5f20e3,Safeway,11
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4acfe293f964a520aad620e3,Safeway,12
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4a25c594f964a520937e1fe3,Giant Food,13
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4ebf42e4754a390d243c1c89,ALDI,14
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,4b0ae4abf964a520942923e3,Safeway,15
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,5283928e498eb4e401a4a60f,Giant Food,16
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,5bc790c5835c9a002cf891d7,Whole Foods Market,17
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d118951735,Grocery Stores,59a9fb2e26659b3259c35e15,Trader Joe's,18
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1fd941735,Shopping Malls,4b6f2902f964a5200ee12ce3,Good Hope Shopping Center,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1fd941735,Shopping Malls,4b6b45dbf964a52067fd2be3,DC USA,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1fd941735,Shopping Malls,4c753428d8948cfa34f566da,Foxhall Square,3
 D.C.","Washington,2020-04-01,"",52e816a6bcbc57f1066b7a54,Warehouse Stores,50647fc2e4b011670f2c287c,Costco,1
 D.C.","Washington,2020-04-01,"",5744ccdfe4b0c0459246b4dc,Shopping Plazas,5dd301b5d9775b0007c06a7a,The Shops at Dakota Crossing,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d194941735,Emergency Rooms,4e66b0c0ae609d64bc9618c3,Washington Hospital Center Emergency Room,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d112951735,Hardware Stores,560d9121498e19785e2539ab,Lowe's,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d112951735,Hardware Stores,4abac1c9f964a520cd8220e3,The Home Depot,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1ae941735,Universities,4a6b817af964a520dace1fe3,The Catholic University of America (CUA),1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1ae941735,Universities,4adfaa1bf964a520977c21e3,Howard University,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1ae941735,Universities,427d5680f964a5209d211fe3,The George Washington University,3
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1ae941735,Universities,44f98915f964a52065381fe3,American University,4
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d1ae941735,Universities,41311c80f964a520410d1fe3,Georgetown University,5
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d12a941735,Capitol Buildings,45d3780ff964a520be421fe3,United States Capitol,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d188941735,Soccer Stadiums,5b25ab510fe7a00039fa5796,Audi Field,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4ae9e4dcf964a52062b721e3,MedStar Washington Hospital Center,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4abc6158f964a520198720e3,Sibley Memorial Hospital,2
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4b4b828bf964a5208d9e26e3,VA Medical Center,3
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4b2648e0f964a520d47924e3,Children's National Medical Center   Sheikh Zayed Campus for Advanced Pediatric Medicine,4
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4ae5a6e6f964a52043a121e3,Howard University Hospital,5
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4acbec53f964a52058c820e3,MedStar Georgetown University Hospital,6
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,4b3b1804f964a520d37025e3,George Washington University Hospital,7
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d196941735,Hospitals,559a5bdb498e77c41597349a,Sibley Medical Facility,8
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d164941735,Plazas,49c2fff9f964a5204d561fe3,National Mall,1
 D.C.","Washington,2020-04-01,"",4bf58dd8d48988d164941735,Plazas,4bb0fa39f964a520906f3ce3,L'Enfant Square,2
