2020-04-01,Alaska,North Slope Borough,Hotel,4d1d5a26756e8cfa59a34e54,The Aurora Hotel,1
2020-04-01,Alaska,"",Professional & Other Places,51195b58e4b0590adf8c4fb0,United States Post Office Metlakatla Branch,1
2020-04-01,Alaska,Matanuska-Susitna Borough,Gas Stations,4e782047d1646aa04d1d2cc9,Chevron,1
2020-04-01,Alaska,Matanuska-Susitna Borough,Alcohol,4d83f9aa7e8ef04da42502be,Moonshine Shop,1
2020-04-01,Alaska,Bethel Census Area,Grocery,5af8f1692619ee0038fc93f9,Alaska USA Federal Credit Union,1
2020-04-01,Alaska,Fairbanks North Star Borough,Gas Stations,4b5c0317f964a520282129e3,Badger Gas,1
2020-04-01,Alaska,Fairbanks North Star Borough,Gas Stations,4ca2225579d9b1f7985bc599,2go Tesoro,2
2020-04-01,Alaska,Fairbanks North Star Borough,Outdoors & Recreation,526cdf8d498e4733974b9091,Clearly Summit - Aurora Borealis Viewing Area,1
2020-04-01,Alaska,Fairbanks North Star Borough,Outdoors & Recreation,4d4d7c3381955481d049d893,Chena Hot Springs,2
2020-04-01,Alaska,Fairbanks North Star Borough,Drug Store,583f8f7294c6902a44b6896d,Fred Meyer Pharmacy,1
2020-04-01,Alaska,Fairbanks North Star Borough,Drug Store,507f67f1e4b0e40f4e54b61e,Fred Meyer Pharmacy,2
2020-04-01,Alaska,Anchorage Municipality,Outdoors & Recreation,522fcd2211d2cabf62113904,Eagle River,1
2020-04-01,Alaska,Anchorage Municipality,Outdoors & Recreation,4baebb74f964a52020d33be3,Chugach Optional School,2
2020-04-01,Alaska,Bethel Census Area,Medical,55d38800498e96d492be0e57,YKHC Community Health Services Building,1
2020-04-01,Alaska,Anchorage Municipality,Big Box Stores,4c006493ad46c9b665758f66,Walmart Supercenter,1
2020-04-01,Alaska,Anchorage Municipality,Big Box Stores,51803b2eb8ac9fdf4324d512,Walmart Supercenter,2
2020-04-01,Alaska,Anchorage Municipality,Big Box Stores,4b4b7f72f964a5200f9e26e3,Walmart Supercenter,3
2020-04-01,Alaska,Anchorage Municipality,Big Box Stores,4b7218ecf964a5208b6e2de3,Walmart Supercenter,4
2020-04-01,Alaska,Anchorage Municipality,Big Box Stores,4b6ce8c4f964a5202a5d2ce3,Target,5
