 D.C.","Washington,2020-04-01,"",Alcohol,522d13c611d2ac0fde628c7c,LAX Wine & Spirits,1
 D.C.","Washington,2020-04-01,"",Professional & Other Places,4a92e868f964a520171e20e3,Washington Navy Yard,1
 D.C.","Washington,2020-04-01,"",Professional & Other Places,4b1017f8f964a520ec6823e3,Joint Base Anacostia-Bolling,2
 D.C.","Washington,2020-04-01,"",Professional & Other Places,4c2a8df0b5fbb713566049df,US Post Office,3
 D.C.","Washington,2020-04-01,"",Hotel,4b75a2b7f964a520c2182ee3,The Hay-Adams,1
 D.C.","Washington,2020-04-01,"",Arts & Entertainment,49ca9382f964a520bf581fe3,Nationals Park,1
 D.C.","Washington,2020-04-01,"",Big Box Stores,4f564ce4e4b0b51e1d2093ef,Walmart Supercenter,1
 D.C.","Washington,2020-04-01,"",Big Box Stores,52921ccd498e26f123ad0323,Walmart Supercenter,2
 D.C.","Washington,2020-04-01,"",Big Box Stores,5630b2d1498e64f2d584ef71,Walmart Supercenter,3
 D.C.","Washington,2020-04-01,"",Big Box Stores,49f0bb75f964a5204f691fe3,Target,4
 D.C.","Washington,2020-04-01,"",Medical,4ae9e4dcf964a52062b721e3,MedStar Washington Hospital Center,1
 D.C.","Washington,2020-04-01,"",Medical,4abc6158f964a520198720e3,Sibley Memorial Hospital,2
 D.C.","Washington,2020-04-01,"",Medical,510b5c2ce4b0eaed0a0beb6c,Children's National - Main Hospital,3
 D.C.","Washington,2020-04-01,"",Medical,4b4b828bf964a5208d9e26e3,VA Medical Center,4
 D.C.","Washington,2020-04-01,"",Medical,4b2648e0f964a520d47924e3,Children's National Medical Center   Sheikh Zayed Campus for Advanced Pediatric Medicine,5
 D.C.","Washington,2020-04-01,"",Medical,4ae5a6e6f964a52043a121e3,Howard University Hospital,6
 D.C.","Washington,2020-04-01,"",Medical,4acbec53f964a52058c820e3,MedStar Georgetown University Hospital,7
 D.C.","Washington,2020-04-01,"",Medical,4b3b1804f964a520d37025e3,George Washington University Hospital,8
 D.C.","Washington,2020-04-01,"",Medical,559a5bdb498e77c41597349a,Sibley Medical Facility,9
 D.C.","Washington,2020-04-01,"",Shops & Services,5dd301b5d9775b0007c06a7a,The Shops at Dakota Crossing,1
 D.C.","Washington,2020-04-01,"",Shops & Services,50647fc2e4b011670f2c287c,Costco,2
 D.C.","Washington,2020-04-01,"",Shops & Services,4b6f2902f964a5200ee12ce3,Good Hope Shopping Center,3
 D.C.","Washington,2020-04-01,"",Shops & Services,4d5401432f638cfae44c696a,Mellon Convience,4
 D.C.","Washington,2020-04-01,"",Shops & Services,4b6b45dbf964a52067fd2be3,DC USA,5
 D.C.","Washington,2020-04-01,"",Shops & Services,4b6ede00f964a52021ce2ce3,Captain White's Seafood,6
 D.C.","Washington,2020-04-01,"",Food,51731640e4b010e424923775,Costco Food Court,1
 D.C.","Washington,2020-04-01,"",Hardware Stores,560d9121498e19785e2539ab,Lowe's,1
 D.C.","Washington,2020-04-01,"",Hardware Stores,4abac1c9f964a520cd8220e3,The Home Depot,2
 D.C.","Washington,2020-04-01,"",Office,4bf55169d2fbef3b11eca4c5,U.S. Naval Research Laboratory,1
 D.C.","Washington,2020-04-01,"",Gas Stations,4e0dbacfa8099e152601441d,Shell,1
 D.C.","Washington,2020-04-01,"",Gas Stations,52445c42498e4bc1f0376e71,Costco Gasoline,2
 D.C.","Washington,2020-04-01,"",Gas Stations,4c3708552c8020a1533b8800,Shell,3
 D.C.","Washington,2020-04-01,"",Fast Food Restaurants,5cb8f23367a9fe002cfa46cb,Chick-fil-A,1
 D.C.","Washington,2020-04-01,"",Fast Food Restaurants,592e09741213845489b8d9e7,Chick-fil-A,2
 D.C.","Washington,2020-04-01,"",Fast Food Restaurants,4bfe7f5f4cf820a13ef1edf4,McDonald's,3
 D.C.","Washington,2020-04-01,"",Fast Food Restaurants,4bab39b8f964a520529a3ae3,McDonald's,4
 D.C.","Washington,2020-04-01,"",Fast Food Restaurants,4bd256f1caff952101bbd2f0,McDonald's,5
 D.C.","Washington,2020-04-01,"",Travel & Transport,430a6700f964a52036271fe3,Union Station,1
 D.C.","Washington,2020-04-01,"",Convenience Store,5480dcdc498e15eeadeb30de,7-Eleven,1
 D.C.","Washington,2020-04-01,"",Convenience Store,56799363498e4b9797cf8363,7-Eleven,2
 D.C.","Washington,2020-04-01,"",Convenience Store,4cd85f248f949eb07e2a75ae,7-Eleven,3
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,49c2fff9f964a5204d561fe3,National Mall,1
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,4bc0aeceabf49521f8a0bf93,West Potomac Park,2
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,4b708f1ff964a520f0212de3,Rock Creek Park,3
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,4bfc77883cebd13a78b397d8,The Wharf,4
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,4b8420acf964a520832231e3,Battery Kemble Park,5
 D.C.","Washington,2020-04-01,"",Outdoors & Recreation,4c9dddfa0e9bb1f7a63ce15f,Anacostia Park,6
 D.C.","Washington,2020-04-01,"",Colleges & Universities,4a6b817af964a520dace1fe3,The Catholic University of America (CUA),1
 D.C.","Washington,2020-04-01,"",Colleges & Universities,4adfaa1bf964a520977c21e3,Howard University,2
 D.C.","Washington,2020-04-01,"",Colleges & Universities,427d5680f964a5209d211fe3,The George Washington University,3
 D.C.","Washington,2020-04-01,"",Colleges & Universities,44f98915f964a52065381fe3,American University,4
 D.C.","Washington,2020-04-01,"",Colleges & Universities,41311c80f964a520410d1fe3,Georgetown University,5
 D.C.","Washington,2020-04-01,"",Residences,57cf0223498e532c6c73ed25,The Apollo,1
 D.C.","Washington,2020-04-01,"",Residences,5633cc94498e02e4e941d846,Fort Totten Square,2
 D.C.","Washington,2020-04-01,"",Residences,59ff65c712c8f0700e4146f1,The Edison,3
 D.C.","Washington,2020-04-01,"",Residences,58db38f092ca4c3a35580ea4,The Residences at Eastern Market,4
 D.C.","Washington,2020-04-01,"",Fitness Center,4add21d3f964a520396421e3,Washington Sports Clubs,1
 D.C.","Washington,2020-04-01,"",Grocery,4bcb2e6fcc8cd13abbcbbecf,Safeway,1
 D.C.","Washington,2020-04-01,"",Grocery,4b4a5c16f964a520298526e3,Giant Food,2
 D.C.","Washington,2020-04-01,"",Grocery,4bd616aa4e32d13ae310c280,Giant Food,3
 D.C.","Washington,2020-04-01,"",Grocery,4b5bb9daf964a520811229e3,Safeway,4
 D.C.","Washington,2020-04-01,"",Grocery,543840da498e299b6026aff7,Harris Teeter,5
 D.C.","Washington,2020-04-01,"",Grocery,4bb614dc2f70c9b656d68430,Safeway,6
 D.C.","Washington,2020-04-01,"",Grocery,4b3fe13af964a5202cb125e3,Safeway,7
 D.C.","Washington,2020-04-01,"",Grocery,4b1eed4ff964a520a52124e3,Giant Food,8
 D.C.","Washington,2020-04-01,"",Grocery,40b3de00f964a52012001fe3,Whole Foods Market,9
 D.C.","Washington,2020-04-01,"",Grocery,58bad0bf8927fd6926011d70,Whole Foods Market,10
 D.C.","Washington,2020-04-01,"",Grocery,545d301f498ed1514fc75058,Giant Food,11
 D.C.","Washington,2020-04-01,"",Grocery,4aad3c81f964a5202d5f20e3,Safeway,12
 D.C.","Washington,2020-04-01,"",Grocery,4acfe293f964a520aad620e3,Safeway,13
 D.C.","Washington,2020-04-01,"",Grocery,4abe8c9cf964a5206c8e20e3,Harris Teeter,14
 D.C.","Washington,2020-04-01,"",Grocery,4a25c594f964a520937e1fe3,Giant Food,15
