date,county,categoryId,categoryName,visitIndex,rank
2020-03-12,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,99,6
2020-03-12,Alameda County,4bf58dd8d48988d124941735,Offices,76,7
2020-03-12,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,109,8
2020-03-12,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,106,9
2020-03-12,Alameda County,4f4533804b9074f6e4fb0105,Elementary Schools,94,10
2020-03-12,Alameda County,4bf58dd8d48988d130941735,Buildings,97,11
2020-03-12,Alameda County,4bf58dd8d48988d1c1941735,Mexican Restaurants,101,12
2020-03-12,Alameda County,4bf58dd8d48988d1fd931735,Metro Stations,66,13
2020-03-12,Alameda County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),96,14
2020-03-12,Alameda County,4bf58dd8d48988d132941735,Churches,111,15
2020-03-12,Alameda County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,82,15
2020-03-12,Alameda County,52e816a6bcbc57f1066b7a54,Warehouse Stores,139,16
2020-03-12,Alameda County,4bf58dd8d48988d124951735,Automotive Shops,83,17
2020-03-12,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,128,18
2020-03-12,Alameda County,4d954b0ea243a5684a65b473,Convenience Stores,93,19
2020-03-12,Alameda County,4bf58dd8d48988d112951735,Hardware Stores,109,20
2020-03-13,Alameda County,4bf58dd8d48988d118951735,Grocery Stores,139,1
2020-03-13,Alameda County,4bf58dd8d48988d1fd941735,Shopping Malls,106,2
2020-03-13,Alameda County,4bf58dd8d48988d113951735,Gas Stations,102,3
2020-03-13,Alameda County,4bf58dd8d48988d16e941735,Fast Food Restaurants,97,4
2020-03-13,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,97,5
2020-03-13,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,132,6
2020-03-13,Alameda County,4bf58dd8d48988d163941735,Parks,94,7
2020-03-13,Alameda County,4bf58dd8d48988d124941735,Offices,82,8
2020-03-13,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,126,9
2020-03-13,Alameda County,4f4533804b9074f6e4fb0105,Elementary Schools,88,10
2020-03-13,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,149,11
2020-03-13,Alameda County,4bf58dd8d48988d1c1941735,Mexican Restaurants,94,12
2020-03-13,Alameda County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),100,13
2020-03-13,Alameda County,52e816a6bcbc57f1066b7a54,Warehouse Stores,149,14
2020-03-13,Alameda County,4bf58dd8d48988d130941735,Buildings,103,15
2020-03-13,Alameda County,4bf58dd8d48988d132941735,Churches,108,16
2020-03-13,Alameda County,4bf58dd8d48988d10a951735,Banks,100,17
2020-03-13,Alameda County,4bf58dd8d48988d112951735,Hardware Stores,123,18
2020-03-13,Alameda County,4d954b0ea243a5684a65b473,Convenience Stores,96,19
2020-03-13,Alameda County,4bf58dd8d48988d1fd931735,Metro Stations,63,20
2020-03-14,Alameda County,4bf58dd8d48988d118951735,Grocery Stores,113,1
2020-03-14,Alameda County,4bf58dd8d48988d1fd941735,Shopping Malls,81,2
2020-03-14,Alameda County,4bf58dd8d48988d113951735,Gas Stations,75,3
2020-03-14,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,98,4
2020-03-14,Alameda County,4bf58dd8d48988d16e941735,Fast Food Restaurants,73,5
2020-03-14,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,70,6
2020-03-14,Alameda County,4bf58dd8d48988d163941735,Parks,55,7
2020-03-14,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,100,8
2020-03-14,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,128,9
2020-03-14,Alameda County,4bf58dd8d48988d1c1941735,Mexican Restaurants,66,10
2020-03-14,Alameda County,4bf58dd8d48988d112951735,Hardware Stores,86,11
2020-03-14,Alameda County,52e816a6bcbc57f1066b7a54,Warehouse Stores,90,12
2020-03-14,Alameda County,4d954b0ea243a5684a65b473,Convenience Stores,79,13
2020-03-14,Alameda County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),68,14
2020-03-14,Alameda County,4bf58dd8d48988d1ca941735,Pizza Places,86,15
2020-03-14,Alameda County,4bf58dd8d48988d1fa931735,Hotels,68,16
2020-03-14,Alameda County,4bf58dd8d48988d145941735,Chinese Restaurants,65,17
2020-03-14,Alameda County,4bf58dd8d48988d132941735,Churches,60,18
2020-03-14,Alameda County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,68,19
2020-03-14,Alameda County,4bf58dd8d48988d124951735,Automotive Shops,65,20
2020-03-15,Alameda County,4bf58dd8d48988d118951735,Grocery Stores,107,1
2020-03-15,Alameda County,4bf58dd8d48988d1fd941735,Shopping Malls,77,2
2020-03-15,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,98,3
2020-03-15,Alameda County,4bf58dd8d48988d113951735,Gas Stations,70,4
2020-03-15,Alameda County,4bf58dd8d48988d16e941735,Fast Food Restaurants,72,5
2020-03-15,Alameda County,4bf58dd8d48988d163941735,Parks,71,6
2020-03-15,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,61,7
2020-03-15,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,120,8
2020-03-15,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,107,9
2020-03-15,Alameda County,4bf58dd8d48988d132941735,Churches,47,10
2020-03-15,Alameda County,4bf58dd8d48988d1c1941735,Mexican Restaurants,69,11
2020-03-15,Alameda County,4bf58dd8d48988d112951735,Hardware Stores,91,12
2020-03-15,Alameda County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),66,13
2020-03-15,Alameda County,52e816a6bcbc57f1066b7a54,Warehouse Stores,83,14
2020-03-15,Alameda County,4d954b0ea243a5684a65b473,Convenience Stores,72,15
2020-03-15,Alameda County,4bf58dd8d48988d1ed931735,Airports,70,16
2020-03-15,Alameda County,4bf58dd8d48988d145941735,Chinese Restaurants,66,17
2020-03-15,Alameda County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,69,18
2020-03-15,Alameda County,4bf58dd8d48988d159941735,Trails,66,19
2020-03-15,Alameda County,4bf58dd8d48988d1ca941735,Pizza Places,67,20
2020-03-16,Alameda County,4bf58dd8d48988d118951735,Grocery Stores,168,1
2020-03-16,Alameda County,4bf58dd8d48988d1fd941735,Shopping Malls,108,2
2020-03-16,Alameda County,4bf58dd8d48988d113951735,Gas Stations,107,3
2020-03-16,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,141,4
2020-03-16,Alameda County,4bf58dd8d48988d16e941735,Fast Food Restaurants,88,5
2020-03-16,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,138,6
2020-03-16,Alameda County,4bf58dd8d48988d163941735,Parks,87,7
2020-03-16,Alameda County,4bf58dd8d48988d124941735,Offices,75,8
2020-03-16,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,76,9
2020-03-16,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,186,10
2020-03-16,Alameda County,52e816a6bcbc57f1066b7a54,Warehouse Stores,140,11
2020-03-16,Alameda County,4d954b0ea243a5684a65b473,Convenience Stores,106,12
2020-03-16,Alameda County,4bf58dd8d48988d130941735,Buildings,96,13
2020-03-16,Alameda County,4bf58dd8d48988d112951735,Hardware Stores,107,14
2020-03-16,Alameda County,4bf58dd8d48988d1c1941735,Mexican Restaurants,99,15
2020-03-16,Alameda County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),92,16
